timesteps,reward_mean,reward_std,reward_min,reward_max,reward_abs_max,reward_abs_p99,reward_zero_fraction,portfolio_return_mean,portfolio_return_std,portfolio_return_min,portfolio_return_max,dsr_mean,dsr_std,dsr_min,dsr_max,portfolio_value_mean,portfolio_value_std,portfolio_value_min,portfolio_value_max,turnover_mean,turnover_std,turnover_min,turnover_max,dsr_variance_mean,dsr_variance_std,dsr_variance_min,dsr_variance_max,allocation_entropy_mean,allocation_hhi_mean,allocation_equal_weight_l1_mean,weight_btc_mean,weight_btc_max,weight_eth_mean,weight_eth_max,weight_ltc_mean,weight_ltc_max,weight_bnb_mean,weight_bnb_max,weight_usdt_mean,weight_usdt_max,policy_weight_temporal_std_mean,policy_equal_weight_l1_mean,gaussian_logit_abs_max,gaussian_logit_clip_fraction,policy_loss,value_loss,entropy_loss,explained_variance,learning_rate,n_updates,mfn_parameter_norm,mfn_gradient_norm,mfn_gradient_abs_max,mfn_near_zero_gradient_fraction
8.0,0.0016057377215474844,0.013035295056638122,-0.02523236721754074,0.02206641435623169,0.02523236721754074,0.025010750517249106,0.625,0.009740517868490294,0.012722060471276034,-0.005512460705638009,0.03786564910892927,0.0016057376682227053,0.01303529527519252,-0.02523236789450845,0.022066414524036803,10257.522551476439,318.9161490146231,9952.518999614693,10799.530177460183,0.5137218255546143,0.16080004034053572,0.3898105974883143,0.9070557973989054,3.680158419028078e-06,4.255071268840916e-06,2.9389422676075804e-09,1.0021799038897085e-05,0.8029870972950144,0.3313948224859155,0.33657488758628096,0.29834164064518803,0.5300000014905989,0.13176374946855018,0.4081638143465853,0.1971505243540182,0.6451172791483099,0.1776183738473111,0.4691913660325409,0.19512571168493248,0.3014490253486585,0.0001304024481214583,0.0005702236667275429,0.004563397262245417,0.0,1.6326239109039307,0.07422856241464615,-7.094692230224609,-86.03885650634766,0.0007,1.0,35.125441288359276,0.28845809109770104,0.044200681149959564,0.1838346506635441
16.0,0.010290717968018726,0.005890159071500124,0.0013780493754893541,0.017314476892352104,0.017314476892352104,0.017313428595662116,0.0,0.018099382641774374,0.013371040483468653,0.0015382964494632732,0.03494946559042142,0.01029071795054242,0.005890159008368745,0.0013780493696713238,0.01731447611416019,11472.672287477533,538.6138977259685,10842.363339528894,12457.373250057319,0.4012563964337581,0.11957583268382498,0.20029591039208117,0.5958285658001992,1.6415725389374837e-05,6.258567267971693e-06,9.9987324547668e-06,2.8665991942716867e-05,0.8156889336868469,0.3357235492391322,0.31914201534735753,0.35486662097508503,0.7459411160905058,0.10682232042352013,0.27186925933192635,0.22611902807485423,0.6544866888612867,0.14260816891366485,0.30186620918645773,0.1695838616128757,0.3892993289626704,0.0009604010847397149,0.030847817659378052,0.08197027444839478,0.0,-3.4180490970611572,0.22719688713550568,-7.087669849395752,-34.277286529541016,0.0007,2.0,35.122521290262725,0.23039430562231938,0.03314731642603874,0.28623267954722875
