Initial PV,Final PV,Total Return,Peak PV,Max Drawdown,Sharpe Ratio,Peak Cumulative DSR,Final Cumulative DSR,Average BTC Weight,Maximum BTC Weight,Average ETH Weight,Maximum ETH Weight,Average LTC Weight,Maximum LTC Weight,Average BNB Weight,Maximum BNB Weight,Average USDT Weight,Maximum USDT Weight,Average BTC+ETH Weight,BTC+ETH >= 80% Steps,Average Turnover,Cumulative Turnover
10000.0,12129.97021480057,21.299702148005718,13264.782819430602,-11.766546867912908,2.3751730218779525,0.19070851411261994,0.05428281302355632,0.231423994256449,0.26681798696517944,0.13392213881478554,0.24832547451035603,0.24630004879472484,0.33766466882325213,0.21759990496555262,0.27604172045054615,0.17075391316848795,0.24104296389350188,0.3653461330712346,0.0,0.031295475717051435,33.14190878435747
