timestamp,portfolio_value,return,turnover,weight_btc,weight_eth,weight_ltc,weight_bnb,weight_usdt,dsr,cumulative_dsr
2025-06-06 10:00:00+00:00,10000.0,,0.0,0.25,0.25,0.25,0.25,0.0,,0.0
2025-06-06 12:00:00+00:00,10051.19598139343,0.00511959813934304,0.0,0.24940816771758115,0.24949440325742017,0.2506230342019149,0.2504743948230838,0.0,0.0,0.0
2025-06-06 14:00:00+00:00,10134.396713707685,0.00827769476073037,0.0,0.24776723492692246,0.2501402810622984,0.25253289341588153,0.2495595905948975,0.0,0.0,0.0
2025-06-06 16:00:00+00:00,10177.72872779227,0.00427573690952654,0.0,0.24906679252725267,0.24972308684294509,0.25335982713855215,0.24785029349125015,0.0,0.0,0.0
2025-06-06 18:00:00+00:00,10168.700725309222,-0.000887035086560628,0.0,0.24888433295702753,0.24893789444929076,0.25437557060587845,0.24780220198780326,0.0,0.0,0.0
2025-06-06 20:00:00+00:00,10126.97595169359,-0.004103255149576879,0.0,0.24823690146305272,0.24841448087975504,0.2552177707498607,0.24813084690733153,0.0,0.0,0.0
2025-06-06 22:00:00+00:00,10156.350105617546,0.0029005849390848493,0.0,0.24791436056002472,0.2484438859694167,0.25588721592537617,0.24775453754518237,0.0,0.01548604947874469,0.01548604947874469
2025-06-07 00:00:00+00:00,10125.26008860866,-0.0030611407331940788,0.0,0.24844246328999658,0.24766440407772541,0.2566435131507169,0.24724961948156102,0.0,-0.022192149235783852,-0.006706099757039162
2025-06-07 02:00:00+00:00,10112.603915511105,-0.001249960296011987,0.0,0.24914724671516858,0.24749365585699587,0.2555804863339255,0.24777861109391014,0.0,-0.007950772110228425,-0.014656871867267588
2025-06-07 04:00:00+00:00,10181.096087027781,0.006772951070655564,0.0,0.24846155632628117,0.24758835515444713,0.2563768908566492,0.24757319766262245,0.0,0.029710852157688022,0.015053980290420434
2025-06-07 06:00:00+00:00,10199.849627409225,0.0018419962075928442,0.0,0.24801840133577416,0.24763058241007765,0.2569275007470775,0.24742351550707062,0.0,0.008499775388715302,0.023553755679135736
2025-06-07 08:00:00+00:00,10209.1316026033,0.0009100109838025006,0.0,0.24776847683493194,0.2471346240401773,0.25762744494380285,0.24746945418108796,0.0,0.004229081115228247,0.027782836794363983
2025-06-07 10:00:00+00:00,10183.988110334225,-0.00246284338842917,0.0,0.2483353384978763,0.24720081552900194,0.2571521935891839,0.2473116523839379,0.0,-0.014597472287711837,0.013185364506652145
2025-06-07 12:00:00+00:00,10225.150671806969,0.004041890173749785,0.0,0.24804786139871887,0.2471921658837413,0.25777725711649363,0.24698271560104618,0.0,0.01663168265723999,0.029817047163892135
2025-06-07 14:00:00+00:00,10260.708404094099,0.0034774775872175034,0.0,0.24827086726919,0.2474844263501707,0.2572903190302546,0.24695438735038458,0.0,0.013836581671637562,0.0436536288355297
2025-06-07 16:00:00+00:00,10283.33554697081,0.0022052222892994244,0.0,0.2476016209091802,0.2481561518029651,0.25776683751144347,0.24647538977641115,0.0,0.009019917332224282,0.05267354616775398
2025-06-07 18:00:00+00:00,10243.230161802052,-0.003900036616093061,0.0,0.24818274620883526,0.2479660363282766,0.2568861360574201,0.24696508140546794,0.0,-0.023281360146241895,0.029392186021512084
2025-06-07 20:00:00+00:00,10264.209989065777,0.002048165171760097,0.0,0.24845731543589097,0.24837681087779936,0.2557227025311157,0.2474431711551939,0.0,0.008269002759759512,0.037661188781271594
2025-06-07 22:00:00+00:00,10288.12595066567,0.0023300343256198452,0.0,0.24797052811622486,0.24827488802728967,0.25640200449751005,0.2473525793589755,0.0,0.009162465747290073,0.046823654528561666
2025-06-08 00:00:00+00:00,10268.06115331091,-0.0019502869085172847,0.0,0.2479559432319167,0.24900760512778072,0.2561488922400539,0.24688755940024873,0.0,-0.010164508367770496,0.03665914616079117
2025-06-08 02:00:00+00:00,10271.360219498596,0.00032129397540869853,0.0,0.24820077739897445,0.2483587084728828,0.2567915279109622,0.24664898621718065,0.0,0.001150298812387484,0.03780944497317865
2025-06-08 04:00:00+00:00,10250.026785972135,-0.002076982314957898,0.0,0.24820262924342537,0.24816916676151043,0.2568610825035506,0.24676712149151359,0.0,-0.010705066904620301,0.027104378068558352
2025-06-08 06:00:00+00:00,10238.692843427594,-0.0011057476025382318,0.0,0.24839904982716685,0.2484132196975134,0.25618548843633693,0.24700224203898294,0.0,-0.005484371246037666,0.021620006822520688
2025-06-08 08:00:00+00:00,10215.314795625503,-0.002283303949009219,0.0,0.2489394665554882,0.24928310688896796,0.2542060995623591,0.24757132699318474,0.0,-0.011508207439761914,0.010111799382758774
2025-06-08 10:00:00+00:00,10173.313503852523,-0.004111600338637222,0.0,0.24928803227489507,0.24862293563209412,0.2543187833453074,0.24777024874770348,0.0,-0.02131142026217603,-0.011199620879417255
2025-06-08 12:00:00+00:00,10225.30439087286,0.0051105165490721305,0.0,0.24931018354567516,0.24894547895518704,0.2539577533081093,0.24778658419102847,0.0,0.018705208836464537,0.007505587957047283
2025-06-08 14:00:00+00:00,10224.977209016772,-3.199727299851851e-05,0.0,0.24917942646951377,0.24848594518063863,0.2548105876904725,0.2475240406593751,0.0,-0.00034074115020236686,0.007164846806844916
2025-06-08 16:00:00+00:00,10264.687852603944,0.0038836901809573554,0.0,0.24905348092025617,0.24808307073571612,0.25550769131213186,0.24735575703189602,0.0,0.013776953731632452,0.02094180053847737
2025-06-08 18:00:00+00:00,10276.03898882888,0.0011058432938177987,0.0,0.2490093931136898,0.24867236899951517,0.25516748569558845,0.24715075219120672,0.0,0.004063678826104226,0.025005479364581598
2025-06-08 20:00:00+00:00,10299.409504242369,0.002274272746424444,0.0,0.24892924683025053,0.24902847915500034,0.2544728125890423,0.24756946142570693,0.0,0.008169005607557197,0.0331744849721388
