timestep,MFN-A2C + DSR,MFN-A2C + PV,A2C + DSR,A2C + PV
403,11148.137405704138,11500.9467017779,10911.365178799942,11165.65986962306
404,11100.852630209083,11455.064442291416,10855.944942285689,11111.808790071242
405,10990.75379333369,11316.898807131904,10752.582060068717,11000.517091051941
406,10999.318990062073,11337.601115230358,10761.507691463406,11008.548314804832
407,11023.6380190223,11356.225626950509,10788.986294836966,11032.706863055111
408,10932.138581824853,11239.216954018277,10702.66589390694,10943.653037532498
409,10778.444491117742,11081.15052303614,10548.175562422028,10786.4345951081
410,10896.097672555166,11222.051687870431,10662.153136678611,10901.974979731014
411,10935.893630675018,11257.848511612528,10703.14200035408,10941.401911147294
412,10921.46873151123,11190.441145724842,10694.01544635396,10928.842143164304
413,10941.8544663097,11219.565358026082,10712.17647496701,10954.431393972409
414,11032.753036823744,11344.67794260622,10801.991882880107,11044.820849372112
415,11013.547517076477,11349.865805794083,10780.244813583226,11018.943980548074
416,11050.627794134118,11392.644988919246,10817.91396853664,11055.726249987294
417,11043.60704577514,11338.219447858562,10808.990585521857,11053.63441981021
418,11011.4749670317,11305.321874430563,10777.11462715602,11020.025335679533
419,10918.391904612346,11166.515681754892,10688.764948667951,10916.270326482534
420,10866.706620520452,11065.479947353771,10641.285614070162,10856.800738272765
421,10888.03174844884,11073.065608427223,10666.153089448717,10880.690719811697
422,10827.510295758364,11018.952186660415,10615.428906682544,10820.96252776607
423,10787.512737659905,10981.26273531146,10578.129163610654,10783.658374804978
424,10759.762015538958,10955.508728448493,10549.330528227092,10759.791874147038
425,10752.943538789375,10953.963480077624,10542.836739718645,10752.26633886302
426,10774.793837122117,10982.717322814084,10565.681571674637,10773.166086224328
427,10878.233483267582,11097.220503196253,10665.283067250177,10880.49934239132
428,10858.090230229647,11074.542871058442,10645.355477167455,10860.406363859905
429,11074.772282115502,11331.612845088832,10841.86658341683,11075.556042919146
430,10736.92732848546,10838.113109448192,10544.971427022729,10738.453600063072
431,10999.378215750445,11157.80956413408,10787.691652424097,11008.893901611766
432,10714.993632738964,10801.814916019226,10527.628245193182,10718.59972126898
433,10690.85301944243,10815.067204366158,10506.34052593884,10705.255029347332
434,10703.650854959424,10850.797352939662,10521.48104584313,10716.773606633378
435,10845.796312114462,11010.619771510588,10663.032016844676,10862.574269644185
436,10949.35115344297,11150.345721906571,10757.27628303095,10965.614657658743
437,10941.751715323848,11163.334058079923,10750.461253046376,10962.5505019564
438,10961.593890067716,11210.968811769484,10767.174200649762,10985.068612210074
439,10825.425883148931,11093.01021882893,10631.359373047071,10857.835307174673
440,10790.361013309379,11028.850337196163,10597.740616732992,10822.59116967626
441,10779.31784012232,10984.54427904203,10582.401838096148,10810.64688271481
442,10834.266088642025,11043.02601837474,10633.404422172112,10865.88912105546
443,10873.881611657396,11108.118675336833,10669.29476201486,10909.804576602119
444,10919.385472319542,11195.74345959617,10712.631776080267,10956.441995951742
445,10906.481901488349,11181.987542144934,10698.239177452871,10943.4061877976
446,10916.47553397795,11178.612385237884,10710.151877266124,10955.01347360879
447,11052.212175715676,11317.08544796156,10842.610397620932,11087.384795678823
448,11010.889645487572,11261.717397194285,10805.562011763812,11038.429065124215
449,11094.434779408984,11362.948140291588,10886.15986028175,11124.380992929351
450,11307.724460830415,11630.890885102646,11090.635197694428,11338.833278776747
451,11278.081270086392,11614.78564170824,11062.083087275618,11307.814771901276
452,11291.02033403619,11665.128118631037,11075.03418614124,11322.095507378017
453,11311.03335051844,11665.833458564312,11095.411610507132,11341.339027156251
454,11291.506585615767,11611.71940999793,11076.13617213484,11323.195080689111
455,11359.711028439437,11714.917264694574,11145.596843168843,11393.748540468603
456,11444.043290975118,11855.283847239229,11229.046092376338,11478.094940910058
457,11315.173696213946,11663.411271665344,11111.72060469448,11349.807920537636
458,11116.871747118146,11390.229698018264,10919.756684349764,11139.26625476403
459,11130.17736405814,11395.986743816702,10935.941850569949,11152.26998899733
460,11109.20705303438,11352.039233938565,10918.86098211322,11128.70356387916
461,10945.618090458678,11177.414647710171,10755.005971136296,10967.984844708686
462,11046.84926549264,11295.836282866969,10854.16670509346,11067.809253609525
463,11038.16318794278,11312.683818507878,10845.289675983684,11062.84746184563
464,11124.64760722861,11399.951950323317,10923.94330757525,11142.309857320008
465,11103.200037973038,11377.099069051632,10902.796415407574,11122.777235666486
466,11108.705250166497,11390.65398633943,10907.470434423434,11128.779458388606
467,11006.35453892856,11266.928925362592,10809.095866413509,11024.02243954274
468,10994.637818401869,11222.791002288555,10797.197795639431,11012.044852042058
469,10947.074871213696,11153.503632567508,10754.361841870896,10962.828060272335
470,10923.137636010342,11147.459378195115,10732.77494266264,10942.02457370879
471,10930.761550378438,11179.423873964324,10738.44516022512,10950.57087522948
472,10978.090042886743,11240.967783035498,10783.001104931169,10999.094436297672
473,11057.519213376823,11317.747860054977,10853.836599756916,11076.248316733025
474,11106.296521826464,11377.539260042182,10901.40115017098,11126.073083700465
475,11155.188190305602,11431.603607685654,10945.82375964951,11179.866606611502
476,11133.381548710833,11402.254382379264,10924.549814739123,11155.805470449108
477,11147.090594211702,11411.76925820107,10937.91608428991,11169.849698768976
478,11040.581482956317,11307.236212096295,10832.869502045727,11056.564448743293
479,11079.091836874706,11367.066067194592,10871.278092829903,11096.449159369678
480,11042.628675270142,11330.287570509698,10834.995055638887,11058.975046093145
481,11153.820905024968,11502.367764737732,10942.769369557427,11177.64545702903
482,11197.658115049004,11592.541828878557,10985.473016525792,11228.381458002827
483,11270.482988754682,11695.369881098964,11057.245707269523,11303.176604536742
484,11285.24850941245,11725.68309638596,11068.903864146158,11316.980958195578
485,11214.98838832662,11644.04147837324,11000.094730799934,11249.437405556459
486,11188.726912901038,11596.040872552629,10974.603662569321,11222.806816452989
487,11166.946896734118,11559.97034778922,10953.38974727067,11202.12104279647
488,11242.993209796414,11660.695780166148,11029.34245826375,11284.04129618728
489,11095.84037770001,11522.81970528132,10866.626752678145,11140.734956350236
490,11066.573359237804,11500.995436322764,10838.586678755806,11110.29737165598
491,11197.28411068337,11672.725348777289,10955.466502903795,11245.027083551897
492,11312.511316011536,11844.14900082072,11062.519580982986,11375.012481507303
493,11273.734555593806,11776.885230050862,11024.632551906434,11337.892106718926
494,11283.452023459877,11756.264674491598,11032.15148826079,11347.925168897536
495,11138.04481616992,11570.00039582594,10886.674877491314,11203.35337583364
496,11048.403026071694,11506.918662312508,10800.38956138438,11115.074204529674
497,11014.1852469185,11464.228311069786,10766.863171776433,11080.195282398963
498,10981.92167113857,11430.734823299925,10737.266652427632,11048.231350921767
499,10902.389271446991,11345.98548529625,10662.638776123224,10969.1604911661
500,10938.753224403692,11381.334925666555,10695.609928489679,11002.365548672004
501,10879.315312360524,11305.03409827184,10637.834735234028,10945.380111703542
502,10804.705403961209,11227.32408278056,10564.586546803765,10869.081915858018
503,10652.14481972106,11028.284405722268,10417.501698307806,10709.68033479084
504,10584.203493050043,10943.61454851216,10349.872003104047,10639.333405255666
505,10618.299033704714,10988.718259290365,10386.861132864502,10675.245309873892
506,10612.310437095195,10986.657372450043,10380.55605551958,10668.43292643669
507,10706.496909297624,11066.967749760635,10467.080288588182,10753.318821389294
508,10730.98605690899,11092.7398883005,10489.222496368177,10776.908701149963
509,10706.193074773388,11063.752635687088,10464.993888589255,10752.840776868949
510,10682.38509897085,11020.250451242078,10440.716566196848,10731.486933936363
511,10659.388033377338,10992.087544972002,10417.388237975149,10708.622786511483
512,10638.741824997624,10951.187133282354,10397.829408741358,10686.175626598442
513,10712.16817734176,11043.80220662981,10466.898008742965,10759.59550645616
514,10731.968288907816,11057.206030007117,10486.306548396286,10779.284081056632
515,10781.92528716238,11126.44949002826,10533.100755439918,10830.53163570518
516,10690.35493225174,11002.74297807076,10444.14706778348,10734.581734776846
517,10757.388793648102,11059.54894866548,10510.041141541958,10795.647233924929
518,10655.147463852323,10943.96251841877,10410.319307034906,10693.64867825531
519,10750.757787788092,11110.01181685945,10506.73890449456,10792.170714755372
520,10758.004006749068,11118.137038492094,10516.12250486521,10798.741256023473
521,10891.36363644683,11304.59677313764,10641.347259122043,10933.069252248944
522,10884.884141818542,11308.001852143358,10637.744498057926,10927.40278208486
523,10875.592153187123,11301.273098586036,10625.888031672706,10917.49903060928
524,10858.366744611318,11279.319705448946,10606.12044156944,10898.469821528812
525,10931.423949221722,11349.68467613243,10679.07062695429,10971.37094659032
526,10930.530834843154,11345.199591670067,10680.35019436478,10969.293203090454
527,10849.257667924996,11247.817994313187,10607.17044078818,10893.104944906216
528,10926.646640494746,11371.422274441016,10679.473822075395,10968.507685602295
529,10928.137248055942,11386.349533156053,10682.628093584255,10969.8239522227
530,10906.511084515156,11356.183420243766,10661.58995807895,10948.63512554633
531,10950.59298401132,11445.450624248082,10705.689285218275,10998.406324375013
532,10873.509307111855,11333.631989755166,10632.380028048994,10918.74160870294
533,10819.55283735973,11260.99386158247,10580.504863095552,10860.884661511354
534,10859.362947216705,11316.400761828772,10619.77296791074,10900.979213519597
535,10816.807333522704,11283.000482678584,10577.939810351269,10858.156422854992
536,10814.44009593189,11251.216611429329,10575.939987233509,10854.84707451094
537,10777.621804405013,11193.740396062096,10538.093704954525,10814.173203774337
538,10584.181955195496,10949.601671071738,10351.886215923205,10620.482510526446
539,10386.606824367584,10630.461429842546,10171.102614513222,10422.42517858498
540,10488.463027858685,10776.504963309802,10270.58399432273,10523.909651227272
541,10489.583190585208,10770.783633588591,10274.354222213478,10525.23604629346
542,10556.038356966743,10854.003651799556,10342.13555324334,10590.397290079669
543,10663.235258597977,10957.711911039834,10444.678141609083,10693.20560602762
544,10618.575052014618,10895.082440336246,10407.032288714943,10650.022158194586
545,10616.26933888158,10871.48317267283,10405.83424316897,10650.366676488711
546,10664.57885723474,10932.434035474387,10454.3370389012,10697.00814750951
547,10687.269256095386,10957.102972297997,10474.381414556923,10719.087378991922
548,10700.999182526166,10967.056441169743,10487.544249320536,10731.654749541689
549,10751.011224460915,11035.60696721847,10538.116191077266,10779.323554407389
550,10737.994906780894,11027.608514704414,10524.712105594552,10764.638979732375
551,10741.129265130705,11034.99834616353,10528.444828483303,10766.228846244703
552,10726.374727353152,11002.639960155177,10513.686127089764,10749.095319903045
553,10696.719037452309,10988.455054943102,10486.355263278165,10720.730280883588
554,10704.905074253043,10995.512071499435,10494.972968470967,10728.427233786271
555,10737.617256429114,11020.742006293418,10529.280957836474,10762.102016885065
556,10765.845785295176,11072.491025264404,10553.399608765463,10788.9295243027
557,10704.736206497046,10999.325193817132,10499.729912444416,10730.119819310568
558,10708.426927354423,10983.444639982565,10500.724529253715,10731.193913026804
559,10672.786504604785,10945.554524008176,10466.537728572335,10697.030283581316
560,10832.574243154118,11118.326698439749,10623.124652482584,10855.08273990075
561,10798.919479879012,11094.23092254476,10597.55155715224,10823.023636585947
562,10873.614240523892,11207.546994762142,10671.661752466684,10895.215087314788
563,11071.093344529483,11465.86046187307,10857.33711050716,11088.735120438394
564,11054.58194557673,11466.003204329045,10837.212381128196,11076.009807801893
565,11018.55436900788,11416.039821709146,10802.685206499253,11039.894061152829
566,11156.417995159722,11642.254545277012,10938.09489883097,11177.048799507262
567,11083.702486647138,11531.570128282983,10872.093460393433,11106.29225966133
568,11172.09850233818,11663.244272853353,10961.230971423362,11196.595555038451
569,11279.265659839815,11804.766253512085,11067.09120276367,11306.182962489404
570,11201.517114841548,11715.48816977668,10990.192563510958,11230.040824926682
571,11191.471338608986,11711.956367579969,10978.608022681115,11219.614533199037
572,11148.3560520541,11647.770336009937,10937.741910486064,11175.030993396946
573,11296.722847564404,11863.104974220472,11061.0562954239,11333.694687576652
574,11189.01124916037,11730.050958516362,10956.021283162854,11232.464815552365
575,11147.434482753151,11654.300794131876,10915.085164383756,11190.04110113033
576,11089.698581950404,11609.864271108258,10859.307698749752,11128.163928155069
577,11050.66154366511,11563.965798805491,10819.1509252896,11092.32169377004
578,10981.280277864362,11496.085495287043,10754.12152169894,11023.551583772974
579,10958.575650847302,11451.81300469058,10732.063919252532,11001.735649156228
580,10915.337423683883,11387.582336431513,10689.488025687457,10956.821320289975
581,10800.630022036828,11246.235957707204,10580.664170598928,10844.177284986668
582,10579.649644566724,10932.351975836917,10361.083887878469,10618.397492638676
583,10635.12633484104,11002.827337379484,10412.700932336666,10675.59066911291
584,10663.156046397222,11040.941875966597,10437.50569861314,10703.575272055426
585,10671.690618766448,11044.804277083362,10445.25565610529,10710.936013625706
586,10653.03542483006,10995.809056715929,10422.821230687097,10688.400600468283
587,10774.555709054675,11147.35494852217,10540.667346680695,10808.63175918598
588,10707.647649944982,11056.688040001296,10474.009579280182,10741.064882460132
589,10703.101581880168,11043.526712456085,10468.582271895393,10732.944844776915
590,10690.414362921436,11031.327042832349,10455.716680984062,10719.837830511004
591,10634.091415593684,10948.936383127584,10403.66378266882,10662.438834714167
592,10589.368519355332,10885.31957208578,10362.326939413451,10617.58478358246
593,10653.380630359832,10970.02379568688,10425.563736997769,10675.944533598744
594,10676.184166777057,10992.364412788425,10452.712810040292,10698.174151703552
595,10671.255319796954,10994.814894523692,10448.7746983058,10691.213059774078
596,10644.533817502772,10963.188373591503,10423.796158976818,10665.090337576175
597,10696.894725899489,11019.871950099861,10471.840246055795,10717.01023891668
598,10682.241077361805,11002.779813011946,10457.654970079995,10702.28467649416
599,10708.065362310703,11036.388079120048,10482.334901852553,10727.529504950458
600,10749.727106905486,11101.124071875878,10521.455762440584,10768.95151311276
601,10866.206434291214,11257.93435178139,10634.568053699048,10877.912901700389
602,10837.352625564245,11220.19366695768,10606.832931502442,10849.337612391442
603,10892.22997240018,11282.81146034143,10659.40415457392,10903.49786677477
604,10967.025525895055,11360.642597155536,10727.029634753704,10979.351849158717
605,10750.503464922016,11058.367263191556,10519.06095473815,10746.505765198315
606,10849.496845699949,11221.005974194668,10615.735063834098,10846.190016857585
607,10797.799309552958,11171.972966260884,10571.221310633995,10797.636444339792
608,10703.451765971608,11065.116470116338,10479.420041870804,10700.40008158089
609,10583.909469192786,10900.592699551333,10361.749699080005,10576.199032259152
610,10643.280422340413,10980.936251576668,10416.2886987874,10632.481151793463
611,10607.87136817354,10935.521312938616,10383.908350806982,10594.741999926322
612,10675.514510322955,11012.496871877956,10452.938288107624,10664.191931377141
613,10670.409535028446,11016.454255377608,10447.261425948069,10657.297553114347
614,10613.528312626093,10926.543062646737,10394.029950943535,10598.84980014703
615,10608.299741097107,10904.358156472845,10388.793128016112,10592.329800137912
616,10547.710533682923,10843.63757970819,10332.598122210746,10533.581224825202
617,10636.604927282438,10954.440472471544,10411.447009687694,10625.610142764728
618,10645.745226972447,10960.941574177308,10420.880292461738,10634.58889743207
619,10623.502979970932,10940.178539427265,10399.326858861434,10612.556202635025
620,10643.000028350349,10956.697120062843,10413.475698828153,10633.056507692565
621,10568.870056128144,10855.470567030465,10348.329993204688,10562.607968939588
622,10602.66491089404,10904.47006109665,10383.045833928954,10597.600343737466
623,10628.70900188141,10946.707297898043,10409.780483729512,10621.157791460437
624,10624.11474049558,10940.258729054643,10405.080469377948,10616.473300064683
625,10698.8253974252,11029.348214600925,10475.058599204816,10690.553624672764
626,10704.725065555602,11028.956619197135,10480.433598334375,10697.195433986017
627,10565.976003552923,10881.18342068801,10349.371612242425,10552.367124362294
628,10449.485589538957,10701.67726357686,10236.801575181615,10443.159253353188
629,10439.216223156493,10679.263889195216,10225.597393718352,10433.275346344815
630,10483.775164387704,10742.71950197557,10268.677707046736,10480.693488729075
631,10468.90306424384,10722.000773667438,10252.924754632984,10465.390186719816
632,10492.570488398662,10758.27853551794,10275.872644477997,10489.017995948085
633,10439.877659641585,10677.72713151155,10222.906122380442,10437.458743590878
634,10311.492355981765,10535.762942790723,10106.11189576838,10313.116316376614
635,10205.411021042952,10343.727756228158,9993.156698053384,10188.370446082195
636,10193.119117815191,10293.270461010068,9975.191934752593,10163.527382181306
637,10230.2866290497,10338.297260112196,10010.15266862618,10198.313636047294
638,10224.780518699145,10324.314487778609,10004.63073807151,10191.434415082227
639,9891.921166064016,9926.185043555668,9693.590152502438,9893.704130109942
640,9906.798847738632,9937.48507818474,9709.92443231599,9908.000669113826
641,10075.673210330724,10125.200470184654,9877.446040307235,10071.977310387336
642,10094.18811851485,10163.161215446526,9893.676758964535,10086.120664892787
643,10171.906380162287,10252.874057821424,9967.708415935049,10164.41121223634
644,10125.69336723897,10193.393089101082,9919.658730743013,10120.091515020877
645,10150.832520523789,10227.670973444236,9945.05834322179,10146.294557344296
646,10316.913103083454,10428.30857962123,10100.750276634171,10299.885411768111
647,10535.347230994832,10718.664796991643,10310.017086845468,10508.272934772502
648,10502.10485880686,10682.031981569571,10279.381896706096,10476.808134987134
649,10492.386157541154,10666.215183841146,10270.503759446998,10466.74174361772
650,10508.278741859223,10691.249851185648,10285.749308153701,10484.40751422636
651,10540.291655349514,10752.928738436594,10317.085727244154,10513.961214584067
652,10556.652445150938,10767.47339246459,10331.798783433527,10531.852788808745
653,10591.684465436792,10808.124362940394,10365.856135148577,10567.790955241966
654,10607.739013506589,10833.437269338472,10384.434184019514,10582.189647922405
655,10612.72312418485,10818.366299313631,10385.72563726162,10585.486095163653
656,10598.16178443627,10794.31539842459,10372.981492976529,10573.391471369876
657,10551.546558044904,10713.068683295009,10328.323984903156,10528.865030909164
658,10624.411165373565,10810.384967500944,10396.924500272184,10602.677700843857
659,10594.73727333663,10770.28842020212,10367.480198526791,10570.012460947943
660,10686.653306400953,10927.194404774882,10461.838340042448,10670.377508143392
661,10691.929193725515,10926.986640617644,10464.819504409948,10674.416877226886
662,10624.13764744246,10823.939854687516,10400.590029127028,10605.08933431171
663,10606.903228074698,10793.291739971131,10384.346614399186,10586.89418384306
664,10619.443097121892,10803.382226343761,10396.410164563002,10599.792340618336
665,10562.978147323896,10734.731012121993,10342.688228986066,10544.22950521879
666,10640.188038823668,10834.640026716925,10414.500446562271,10621.31137801041
667,10598.778043392853,10798.795115484478,10375.688990728797,10577.694733311995
668,10604.939914905848,10816.548040382737,10380.88592221855,10581.77165273616
669,10604.515864827088,10806.178984203878,10380.641104201151,10579.927355034532
670,10563.056286756535,10746.466975334692,10343.018845027396,10540.619032904908
671,10596.451077896938,10780.51643798398,10370.744695199544,10573.078524210696
672,10603.17958080678,10773.271456396636,10375.824428992992,10579.845809224087
673,10630.961311338471,10814.550645768117,10402.138845491549,10607.918266845929
674,10623.80685926623,10802.68326635596,10396.073088068277,10600.782635942638
675,10661.09374208528,10837.161044223769,10430.753001715608,10634.606430355778
676,10653.643537402955,10835.638553493587,10425.9516532928,10628.514837097095
677,10659.670333612568,10846.563210991637,10431.755818590274,10635.301796667649
678,10653.856702595614,10834.24234148671,10426.898769074614,10630.787987943797
679,10678.911747633429,10867.35457653902,10450.969078442393,10656.08465688351
680,10725.651530709018,10923.317966494184,10497.82812048294,10703.821670888192
681,10677.590435212362,10857.620192095388,10448.425845701047,10652.006815065735
682,10675.799253301406,10860.289153164473,10446.062138709098,10650.823107228687
683,10795.970677476353,11037.3194607939,10557.947546300144,10776.187442600512
684,10785.485195243578,11030.496742156029,10549.716919317289,10766.495608108838
685,10726.35781658226,10974.84800986784,10492.512463124853,10707.756271112028
686,10681.934998862534,10915.980290416304,10452.101555203186,10665.468044623874
687,10714.164637339441,10969.292999168292,10482.952452100157,10697.71775716552
688,10790.652036842735,11082.313392952114,10557.471542075187,10777.148546079388
689,10716.481630402102,10991.570737433141,10487.632450726554,10708.69881204986
690,10729.275021847949,10994.02869162792,10500.443597792419,10720.026608464046
691,10705.239870792204,10944.224394250945,10477.173792020229,10694.672828574714
692,10650.186454874189,10887.427666888008,10425.97584681758,10645.74661773721
693,10559.718814364349,10775.024714772611,10340.891092899205,10556.271874108828
694,10517.989995485455,10725.964776361538,10305.163688205876,10514.090484793898
695,10510.651557094468,10724.87373152874,10301.038569327417,10504.581551319721
696,10567.20762073953,10804.560334437712,10355.033673172444,10565.353350763035
697,10635.827396909162,10893.614518930006,10418.210151737308,10629.218911565453
698,10647.252996769706,10893.362718319311,10429.515364458086,10640.529026672064
699,10783.463792626366,11055.44271671409,10567.9306949786,10773.31867985896
700,10948.335585991605,11295.344987202476,10718.199287824867,10939.22154242276
701,10872.102512694772,11192.931401066742,10645.279428007923,10856.927756873696
702,10876.184658419135,11184.251714996344,10648.102634512816,10860.704240516632
703,11012.955533504237,11327.333854909652,10774.137187755607,10980.277414645245
704,11021.60444698525,11321.8324800283,10781.177836417573,10989.243325540527
705,10916.586364825913,11202.036280980432,10675.04567819295,10888.647693294974
706,10974.04398109988,11273.391317423599,10731.674884834956,10948.212654777251
707,10966.793313201872,11287.553200369062,10723.251315184572,10936.273026008354
708,10935.711634029563,11247.00566165108,10692.792620187742,10904.243587523466
709,10832.258232018638,11102.500551813368,10593.658850576345,10799.975059420029
710,10882.222632369894,11168.09085958952,10644.992187560098,10849.7978734656
711,10753.195083350802,11005.65156604523,10516.900187535886,10719.32374987183
712,10725.24614549887,10960.025203076775,10489.04618400826,10689.1820060919
713,10776.730505734544,11029.532785191946,10539.932367284497,10740.17647779522
714,10795.292034741957,11063.761276915691,10556.300135735595,10758.41287057426
715,10777.704901441037,11050.407262839984,10532.025518504059,10740.569488823056
716,10786.956711776691,11055.662880985192,10542.026294476198,10750.527977472602
717,10771.400836687444,11028.350148653064,10527.263598823469,10735.64652702132
718,10778.261552272363,11027.87660298606,10533.050235273857,10741.565686080512
719,10815.304301268952,11074.008263117474,10568.205997808316,10779.251267658938
720,10794.033628504594,11053.838932204031,10548.927086943711,10757.432058826207
721,10789.271263409615,11054.111244675949,10543.825610983493,10752.175001518985
722,10812.88902046454,11074.647417512702,10568.028258886365,10774.01164951868
723,10905.151855043365,11206.078925647644,10655.869660807906,10864.402717653136
724,10870.091860490924,11167.094509261957,10624.485479721809,10831.250856247623
725,10905.522997205137,11219.89915535888,10660.133858278765,10865.06207738758
726,10916.034324496,11222.281177107085,10665.336352574304,10877.411549259792
727,10923.4268386243,11240.958429591465,10670.873671072291,10884.44396725361
728,10875.073880899963,11193.05197776596,10629.277504608368,10838.497492266622
729,10812.405051855198,11104.317604983255,10573.443274276024,10778.956347005069
730,10819.112915612268,11135.24831393584,10579.108681552401,10787.360601303626
731,10824.631840629952,11132.291209306566,10583.243447799014,10791.810744664022
732,10807.681278816503,11114.411744949726,10567.047455998396,10776.474036243651
733,10848.231579780768,11153.597416845649,10603.965047656931,10817.945101839636
734,10874.574581147965,11201.353227942558,10627.144412267686,10843.158131302009
735,10841.38890730064,11158.226129708955,10595.826309488852,10810.51059857786
736,10924.55883254878,11276.976557089682,10682.189163970714,10894.48548451786
737,10941.545526092032,11290.368899494038,10697.433377540656,10912.37707595864
738,10909.28669191381,11250.845136476488,10667.143373980012,10880.282531692481
739,10962.517483225894,11326.37885798753,10715.082012991083,10935.852205147108
740,10974.36729021465,11325.758195376064,10724.415947089165,10946.097041350258
741,11008.25020495079,11390.357828310334,10754.483859556563,10980.090932835914
742,11221.744856750089,11666.524058774692,10954.643954242765,11205.677785406084
743,11218.147276873391,11671.72445693657,10952.044418610396,11203.125334023349
744,11233.540442157337,11701.413599608333,10967.356046539859,11220.015065091951
745,11255.371786265152,11737.666879353537,10988.204656816755,11241.584629373818
746,11234.37130184857,11702.95342743581,10967.44358862979,11221.570233554166
747,11235.227524997455,11678.744680141295,10970.976816382175,11222.937267769388
748,11371.794783588492,11841.618867173562,11110.982365380672,11361.943540990773
749,11634.06149796918,12191.268152500046,11354.976417525775,11631.27109025452
750,11695.275558369052,12260.848106008823,11409.746101314968,11688.853928824734
751,11678.654486588928,12219.133838044734,11390.352656142204,11669.053681605808
752,11720.838499124135,12278.874593189732,11433.064616002714,11712.554234251911
753,11701.962759252674,12231.926597698059,11407.88248349118,11706.375577448593
754,11805.128978368908,12387.2523650619,11506.918918350912,11805.061412213148
755,11673.770808088704,12228.08975689214,11395.519254081197,11676.156870447458
756,11716.699877588362,12289.232866646937,11437.994465379012,11718.373088701666
757,11670.285991071481,12250.444348212182,11395.446256513766,11667.976111651264
758,11670.638218300428,12238.579751604237,11394.930995184988,11665.884175295658
759,11525.841139316011,12042.195305480302,11267.497791286762,11521.547137985415
760,11609.0782784348,12137.764058333632,11336.204009731504,11601.267567935887
761,11610.659929311783,12149.58548466359,11338.445546924277,11604.620718008426
762,11638.794823791755,12183.480890073257,11365.062364046087,11630.375487022704
763,11692.47758055422,12240.798617285487,11416.445532011188,11684.879880971135
764,11710.343588768103,12258.768595527345,11433.854481334656,11703.168888301376
765,11777.338747907936,12329.231165766303,11492.495804230948,11767.17284469007
766,11786.818162068465,12330.501485541909,11500.361015568293,11775.825897923698
767,11737.071515558837,12277.168928918281,11462.752804552338,11727.71315246114
768,11893.940832375132,12464.559512565384,11600.610881694518,11882.30997030703
769,11985.233725573016,12555.50091940592,11686.246064163162,11967.452129249144
770,11951.79573420789,12546.62800231132,11658.586763222238,11937.932612448943
771,11810.214945346765,12365.762380415028,11525.135314159495,11792.204621010875
772,11782.274604699154,12319.779378829518,11499.28169323688,11761.76645449128
773,11803.46622726962,12345.693643424,11518.153823674098,11781.618569892402
774,11575.867136109578,12107.104576437025,11311.787647140023,11555.82350613414
775,11601.479119763795,12155.587326815494,11332.568864693714,11586.949613372322
776,11620.565864176526,12175.088890482655,11351.496076855256,11605.074590750122
777,11680.503022953433,12304.434398471962,11407.686568368124,11664.664918577406
778,11731.152752000242,12344.999060292916,11459.754020968769,11717.352985160314
779,11886.805786455712,12570.637186328568,11602.355254922471,11865.334147909787
780,11835.276289660336,12504.026752328637,11547.88161580346,11813.5619680159
781,11924.945711985378,12629.248095358014,11635.394447071045,11899.54753401675
782,11951.449326957338,12636.692443384358,11662.433612023631,11924.703069605664
783,12052.578064558618,12836.661965451009,11754.091182891536,12014.771024565913
784,12227.634330762494,13145.23693546044,11925.000107090897,12192.870396478744
785,12184.1369699581,13118.805690518451,11883.172322543527,12151.563486836534
786,12112.045643370157,13035.923041523936,11816.211923087303,12078.737543455482
787,12295.427723102912,13347.971652744454,11991.982176672229,12261.922012310466
788,12299.834976988963,13322.892624341184,11991.644507621151,12264.116464971068
789,12364.112966395498,13358.832348738904,12037.69493295811,12317.045059687664
790,12332.373571881912,13297.400201377231,12006.33174276586,12284.366033910872
791,12416.746392264145,13451.045627136193,12089.560988568664,12368.517102179188
792,12733.299047148348,13866.2240329385,12368.054443332918,12663.3694319721
793,12727.1371893325,13903.49351109073,12368.096458454856,12659.699790853949
794,12734.273089657374,13900.57475346058,12370.396354206516,12671.106253305035
795,12569.182608110566,13757.334165201097,12225.74034603959,12502.258050607335
796,12490.934084317125,13665.89460219646,12153.163144436701,12428.189770736211
797,12480.791711481132,13636.144039447474,12144.480993375248,12416.018551770281
798,12558.927491092823,13761.329411288118,12216.92367535432,12494.220227246882
799,12536.076077609712,13711.214347584622,12195.971914067874,12467.64561000642
800,12508.019500017714,13691.413225748614,12177.577901903023,12443.870320897851
801,12477.486882214693,13643.229406783385,12145.3543429723,12409.8846461647
802,12786.804999161772,13899.378409930312,12389.637400738276,12728.437739120953
803,12798.984376043942,13920.204428477591,12399.912026485235,12738.896380063768
804,12865.672015329728,14091.676968548034,12464.79193705044,12806.867431179166
805,13005.210808680911,14200.027931283914,12601.425104135662,12947.414341267024
806,13046.788033376695,14351.992443134515,12649.11337565649,12990.927625900888
807,13117.051360776535,14433.478110976705,12710.671616558642,13059.828944891831
808,13093.85156407342,14394.914796603125,12690.194989600102,13039.811297513972
809,13071.734959057718,14419.521313616026,12673.71952980682,13022.221870227026
810,13140.424907003928,14484.310038715086,12733.271230948449,13089.669270237438
811,13245.817235547558,14564.33597956294,12830.28960447912,13201.600189208575
812,13201.027286402128,14619.133313574252,12793.028728662868,13160.411745136906
