timestep,MFN-A2C,A2C,Buy-and-Hold
534,10841.988465141603,10619.77296791074,10845.954581824304
535,10800.781727456731,10577.939810351269,10921.999541111873
536,10797.2161463927,10575.939987233509,10795.03594386782
537,10759.093649401848,10538.093704954525,10918.625446347074
538,10564.44980995014,10351.886215923205,10925.828903694832
539,10371.97462562543,10171.102614513222,11096.187222485298
540,10473.722602603513,10270.58399432273,11087.5629768996
541,10474.17979614281,10274.354222213478,11074.623025546458
542,10540.579818099011,10342.13555324334,11056.179638645785
543,10646.903900586816,10444.678141609083,11150.2589594973
544,10604.553524695108,10407.032288714943,11144.637222198508
545,10602.83468649945,10405.83424316897,11047.07444108187
546,10649.733113772258,10454.3370389012,11142.258886283336
547,10673.409360045727,10474.381414556923,11144.61064613096
548,10686.680161008793,10487.544249320536,11116.96894707949
549,10735.0364563448,10538.116191077266,11177.92211928424
550,10719.34819570993,10524.712105594552,11079.298163971947
551,10722.47556700378,10528.444828483303,11014.111419868645
552,10707.243944810005,10513.686127089764,11064.157152670365
553,10678.592065328245,10486.355263278165,11015.74190544974
554,10686.948148778836,10494.972968470967,11009.05611327271
555,10719.642585125976,10529.280957836474,10959.96592828145
556,10748.483814422383,10553.399608765463,10708.90291065608
557,10688.22739660408,10499.729912444416,10462.723781484028
558,10691.648066273465,10500.724529253715,10593.281745967748
559,10656.259668525225,10466.537728572335,10600.223797757855
560,10817.239803481069,10623.124652482584,10684.203801336625
561,10784.294458677323,10597.55155715224,10810.902062160429
562,10860.884163251387,10671.661752466684,10750.38334470819
563,11051.525607156467,10857.33711050716,10744.414489887095
564,11035.112260165515,10837.212381128196,10804.623622952426
565,10998.667731496003,10802.685206499253,10830.078247455933
566,11136.216875489832,10938.09489883097,10846.648474069852
567,11062.455463876677,10872.093460393433,10908.181443346784
568,11150.083987098473,10961.230971423362,10894.8614443637
569,11256.576780148933,11067.09120276367,10897.527169695688
570,11178.429345189274,10990.192563510958,10876.446710548997
571,11168.75101347903,10978.608022681115,10848.109175694806
572,11125.649456964737,10937.741910486064,10859.63429755435
573,11273.453240312027,11061.0562954239,10896.376703709322
574,11166.96742663021,10956.021283162854,10936.485330186732
575,11126.426246686662,10915.085164383756,10863.02196610836
576,11068.873795002517,10859.307698749752,10861.241775471908
577,11030.195366171529,10819.1509252896,10821.640132526898
578,10960.883258169912,10754.12152169894,11023.686436326869
579,10937.967663526591,10732.063919252532,10988.164717761312
580,10895.204061642376,10689.488025687457,11091.289146030262
581,10782.920784720156,10580.664170598928,11335.245763365449
582,10555.50546901486,10361.083887878469,11314.012850550544
583,10609.40777955116,10412.700932336666,11267.09148382271
584,10637.50126576591,10437.50569861314,11443.013440844745
585,10645.764036816854,10445.25565610529,11347.315805119948
586,10627.8428046894,10422.821230687097,11459.01853015918
587,10749.699529030937,10540.667346680695,11590.691119349563
588,10684.066690729014,10474.009579280182,11496.737229265394
589,10679.749837848673,10468.582271895393,11484.715532043327
590,10666.871329606673,10455.716680984062,11429.987269419282
591,10610.893762526828,10403.66378266882,11616.693682653007
592,10566.44311978948,10362.326939413451,11479.885621512658
593,10629.08055802666,10425.563736997769,11422.711819638227
594,10652.42779229042,10452.712810040292,11354.841716317847
595,10647.27675680887,10448.7746983058,11307.123346601771
596,10621.16700724054,10423.796158976818,11224.434239908956
597,10672.43743676896,10471.840246055795,11196.364882359409
598,10658.327180263665,10457.654970079995,11141.29858295185
599,10683.476025687809,10482.334901852553,11000.9322047446
600,10723.9383856474,10521.455762440584,10719.704436268968
601,10835.506387400375,10634.568053699048,10788.227801388683
602,10807.091964469346,10606.832931502442,10822.455338055375
603,10861.219616863555,10659.40415457392,10834.908398163643
604,10936.047534713489,10727.029634753704,10803.54834907224
605,10723.518447752953,10519.06095473815,10951.718597140076
606,10823.098717385092,10615.735063834098,10865.74136079395
607,10770.370842574099,10571.221310633995,10856.82808236739
608,10677.405765693804,10479.420041870804,10843.553888499235
609,10555.248914804772,10361.749699080005,10775.111980550508
610,10614.88644667065,10416.2886987874,10720.462439833644
611,10580.155767362816,10383.908350806982,10801.833920798092
612,10647.43020656656,10452.938288107624,10826.66325658946
613,10642.61328787894,10447.261425948069,10822.112486558031
614,10586.25880718873,10394.029950943535,10787.427660527528
615,10581.81295745783,10388.793128016112,10851.285645458704
616,10523.305481510568,10332.598122210746,10832.231434656782
617,10610.565439154141,10411.447009687694,10864.908688004904
618,10619.479990585574,10420.880292461738,10918.59480380148
619,10597.961237247817,10399.326858861434,11064.144239065845
620,10616.920455599618,10413.475698828153,11029.27234836611
621,10544.282018897326,10348.329993204688,11095.51539947522
622,10577.849190630068,10383.045833928954,11191.748138999385
623,10602.886564684122,10409.780483729512,10915.424061860283
624,10598.433699320234,10405.080469377948,11047.63043169568
625,10670.329518860519,10475.058599204816,10982.143423128457
626,10676.309672560476,10480.433598334375,10865.067862992266
627,10539.540001592472,10349.371612242425,10707.751602882374
628,10419.57427161752,10236.801575181615,10781.595703833049
629,10408.893935487136,10225.597393718352,10739.948054022772
630,10454.549672216835,10268.677707046736,10821.254240450318
631,10439.738975847826,10252.924754632984,10816.050759819102
632,10463.608689842027,10275.872644477997,10745.960759443034
633,10411.648940913172,10222.906122380442,10736.09980700189
634,10284.72917226285,10106.11189576838,10661.557220906712
635,10175.192008411508,9993.156698053384,10773.942824466452
636,10160.858111613496,9975.191934752593,10785.042884654173
637,10198.355396199768,10010.15266862618,10757.315806341132
638,10192.281581536416,10004.63073807151,10778.53999984638
639,9867.764315785416,9693.590152502438,10685.492135645482
640,9883.027405792702,9709.92443231599,10726.959849557898
641,10049.805663894555,9877.446040307235,10763.107026204489
642,10067.516710614584,9893.676758964535,10757.21462597973
643,10144.278182774411,9967.708415935049,10852.613934356274
644,10099.003025159553,9919.658730743013,10860.007926556862
645,10124.276941508611,9945.05834322179,10690.191513742207
646,10286.816906273862,10100.750276634171,10539.057041090038
647,10497.385059196971,10310.017086845468,10524.511018616682
648,10464.985306380571,10279.381896706096,10579.262839566034
649,10455.508080344136,10270.503759446998,10561.493955448874
650,10469.830086157654,10285.749308153701,10594.434082940506
651,10503.15463372322,10317.085727244154,10528.860206325871
652,10519.028265991328,10331.798783433527,10377.920945316266
653,10552.200784152248,10365.856135148577,10242.939895813395
654,10568.303866101278,10384.434184019514,10223.367044510956
655,10572.958791512709,10385.72563726162,10264.93320943359
656,10557.812136734223,10372.981492976529,10260.35682813874
657,10510.679778732312,10328.323984903156,9856.650160793592
658,10582.946853343625,10396.924500272184,9869.801740062034
659,10553.516158247368,10367.480198526791,10074.30826381092
660,10647.288569163176,10461.838340042448,10100.068714776997
661,10652.484828879144,10464.819504409948,10192.884448635188
662,10584.321497508088,10400.590029127028,10134.0772712226
663,10567.173872588868,10384.346614399186,10164.2310963507
664,10579.550924407518,10396.410164563002,10365.180808073916
665,10523.769185033678,10342.688228986066,10633.265651187829
666,10600.557830415772,10414.500446562271,10592.976308062722
667,10559.33004164536,10375.688990728797,10581.583160979351
668,10565.062792129258,10380.88592221855,10602.559218764747
669,10564.382366166641,10380.641104201151,10643.94479762438
670,10524.517625287335,10343.018845027396,10665.91923781148
671,10557.839547855485,10370.744695199544,10708.65166586631
672,10564.555260249694,10375.824428992992,10729.627809531845
673,10591.889834457535,10402.138845491549,10734.24430839683
674,10585.122877594084,10396.073088068277,10724.468112589751
675,10621.984506050569,10430.753001715608,10664.316765704243
676,10614.874661725977,10425.9516532928,10755.98107386809
677,10620.694080434438,10431.755818590274,10716.870613676563
678,10615.609293582604,10426.898769074614,10835.953860617052
679,10640.496944754092,10450.969078442393,10839.889561787177
680,10687.575786243053,10497.82812048294,10752.638594110716
681,10640.69443520496,10448.425845701047,10731.286567423389
682,10639.60063626864,10446.062138709098,10746.592657195935
683,10760.207414305503,10557.947546300144,10676.739937441418
684,10749.25766448488,10549.716919317289,10770.333036560049
685,10690.860391269956,10492.512463124853,10720.228638491455
686,10646.4826662142,10452.101555203186,10730.955927628123
687,10678.634975644998,10482.952452100157,10731.561200255946
688,10755.443536855975,10557.471542075187,10677.61512722581
689,10682.42741508054,10487.632450726554,10716.2299167919
690,10695.952168009451,10500.443597792419,10723.203418314808
691,10673.23947539884,10477.173792020229,10757.5215516502
692,10618.971803928896,10425.97584681758,10747.492803642515
693,10529.602460230351,10340.891092899205,10787.246626485923
694,10487.27900184061,10305.163688205876,10778.076082259304
695,10479.514523173733,10301.038569327417,10786.356900641693
696,10537.719794723818,10355.033673172444,10777.89365659236
697,10602.597033925596,10418.210151737308,10808.25886579586
698,10613.36576908608,10429.515364458086,10873.398805799185
699,10744.66464735884,10567.9306949786,10810.188392781876
700,10907.839917195271,10718.199287824867,10805.414515547984
701,10833.633704836537,10645.279428007923,10958.722968202546
702,10837.327736647472,10648.102634512816,10949.42448063798
703,10972.313487782523,10774.137187755607,10876.790832594206
704,10980.586867727365,10781.177836417573,10827.04227809797
705,10875.066721242632,10675.04567819295,10865.0581865787
706,10933.281037478,10731.674884834956,10956.946988653848
707,10926.331767918287,10723.251315184572,10867.533495709047
708,10895.371114016129,10692.792620187742,10879.63640027256
709,10792.04914226826,10593.658850576345,10848.256574240091
710,10842.03796281354,10644.992187560098,10782.991295312486
711,10714.733708411834,10516.900187535886,10674.371382222158
712,10687.078601618769,10489.04618400826,10621.523410327063
713,10737.696705856426,10539.932367284497,10619.13001042798
714,10755.50307843724,10556.300135735595,10691.608656568456
715,10737.482558889162,10532.025518504059,10775.751693710024
716,10747.021489629919,10542.026294476198,10789.193780191486
717,10731.665036824892,10527.263598823469,10953.160473239714
718,10738.487546568953,10533.050235273857,11155.705937390783
719,10775.399154053554,10568.205997808316,11059.1236718376
720,10754.222554208507,10548.927086943711,11057.52161805517
721,10748.662587882109,10543.825610983493,11210.046348515114
722,10772.73848506068,10568.028258886365,11219.665644237608
723,10858.703094820112,10655.869660807906,11096.128965492013
724,10825.17228831972,10624.485479721809,11169.596163406308
725,10858.73026703818,10660.133858278765,11164.023768411102
726,10868.70954906664,10665.336352574304,11124.360577206498
727,10876.494186625469,10670.873671072291,10996.381581479682
728,10827.900366392008,10629.277504608368,11055.87413833978
729,10765.597591548858,10573.443274276024,10894.578971271392
730,10771.691584057777,10579.108681552401,10859.33372214951
731,10776.837588102915,10583.243447799014,10924.236668927524
732,10760.736072177287,10567.047455998396,10949.22816336626
733,10801.150583689592,10603.965047656931,10930.323872911733
734,10828.03426009723,10627.144412267686,10939.696737890832
735,10795.615580449525,10595.826309488852,10919.8757578012
736,10879.122721363326,10682.189163970714,10926.286696004308
737,10896.173701863974,10697.433377540656,10968.375497227356
738,10864.85973830582,10667.143373980012,10944.360074384247
739,10916.642104939854,10715.082012991083,10939.702864335912
740,10927.874430398364,10724.415947089165,10964.84913754444
741,10961.95091661592,10754.483859556563,11077.016745276862
742,11176.812229984,10954.643954242765,11035.686988375615
743,11173.698491304958,10952.044418610396,11084.579247681177
744,11189.433887147155,10967.356046539859,11095.91724264547
745,11211.091515566404,10988.204656816755,11102.65810959716
746,11189.825609375046,10967.44358862979,11046.113639240828
747,11189.891481669862,10970.976816382175,10968.924599393104
748,11325.135217981056,11110.982365380672,10978.628182733004
749,11580.290205327236,11354.976417525775,10984.384102022756
750,11639.842682013108,11409.746101314968,10962.351794168058
751,11622.3332221051,11390.352656142204,11012.501711125486
752,11664.821518658757,11433.064616002714,11048.809781524098
753,11646.66747739572,11407.88248349118,11005.98537803701
754,11748.803836720544,11506.918918350912,11108.72869148522
755,11616.400949184264,11395.519254081197,11127.56122893321
756,11659.199763521274,11437.994465379012,11084.660532317286
757,11611.78824424928,11395.446256513766,11149.44352575453
758,11612.20644252701,11394.930995184988,11162.390181978008
759,11467.791362757793,11267.497791286762,11206.09893414871
760,11550.944074506817,11336.204009731504,11483.145299783288
761,11552.538845311588,11338.445546924277,11476.004312340048
762,11580.245693923507,11365.062364046087,11494.580967580941
763,11634.403248429106,11416.445532011188,11523.272259508984
764,11652.55422927169,11433.854481334656,11494.61652480218
765,11719.052857034723,11492.495804230948,11493.95811107636
766,11728.339084680052,11500.361015568293,11668.818797918058
767,11677.188289415471,11462.752804552338,12001.501225484206
768,11832.317331828228,11600.610881694518,12078.68749156988
769,11919.844280910203,11686.246064163162,12062.40812964192
770,11888.615102014504,11658.586763222238,12116.65303460196
771,11749.033035768687,11525.135314159495,12077.243618632412
772,11720.9367492356,11499.28169323688,12216.38343053725
773,11742.494183554736,11518.153823674098,12056.64896249769
774,11517.453760105229,11311.787647140023,12108.64466017131
775,11543.808915813033,11332.568864693714,12059.99745203848
776,11562.51266721601,11351.496076855256,12058.830267971896
777,11623.005920210888,11407.686568368124,11881.649708739998
778,11674.495745581817,11459.754020968769,11979.43029904451
779,11822.55650997509,11602.355254922471,11982.179987025644
780,11771.10061975704,11547.88161580346,12018.131035933024
781,11858.136860199347,11635.394447071045,12078.839579231915
782,11884.079123964972,11662.433612023631,12099.065360842318
783,11978.588876600314,11754.091182891536,12180.633835314822
784,12152.560963627991,11925.000107090897,12191.612808903052
785,12108.736169506588,11883.172322543527,12134.891639299727
786,12037.208071140964,11816.211923087303,12333.44281417582
787,12219.28906752948,11991.982176672229,12448.570080198402
788,12228.288649646343,11991.644507621151,12406.367691270383
789,12291.531898336978,12037.69493295811,12226.98767243902
790,12259.40303243206,12006.33174276586,12192.958271785705
791,12344.484251603662,12089.560988568664,12217.401519211704
792,12662.97333892099,12368.054443332918,11936.454712399953
793,12658.762367986166,12368.096458454856,11967.794271070225
794,12667.431387426272,12370.396354206516,11991.77614113812
795,12502.10585506801,12225.74034603959,12069.006327961835
796,12424.117173445457,12153.163144436701,12119.997564059266
797,12412.054023854362,12144.480993375248,12321.99476646557
798,12488.084420510862,12216.92367535432,12258.489791609369
799,12467.338790971136,12195.971914067874,12373.016585314155
800,12437.758054322892,12177.577901903023,12399.400637156326
801,12408.374710877037,12145.3543429723,12540.176999933354
802,12739.894578100506,12389.637400738276,12775.117805054882
803,12753.485684917436,12399.912026485235,12724.362706166565
804,12823.15996349829,12464.79193705044,12633.51821254076
805,12957.863248160942,12601.425104135662,12874.30220097459
806,13002.436076291073,12649.11337565649,12869.896782981185
807,13070.925384326869,12710.671616558642,12936.09656265082
808,13047.162784898344,12690.194989600102,12897.015181728935
809,13027.493398913817,12673.71952980682,13014.634297138307
810,13092.924616960903,12733.271230948449,13401.831899079956
811,13202.573566072107,12830.28960447912,13398.306250824444
812,13153.47533098561,12793.028728662868,13406.67074452082
813,13189.177791596472,12824.858209701833,13205.91751009328
814,12974.087856900487,12614.957548433775,13113.857964477944
815,13041.606239537776,12682.854941128975,13102.351170325552
816,13002.783304460858,12647.722280905522,13207.18088152042
817,12965.499019771674,12611.872293787954,13172.249779379972
818,13043.93847651275,12688.042920171658,13138.837885972487
819,13045.270839412604,12688.47634316942,13102.64795754291
820,13071.916648321336,12722.119174762087,13426.401240328372
821,13252.811638583304,12893.063157624152,13445.778950740052
822,13253.374380680512,12897.726771198642,13551.102525436985
823,13148.133722902649,12799.159207511348,13696.66287039598
824,13182.790464819802,12829.827946643638,13777.486285900111
825,13032.388007421147,12686.467031221964,13868.523244560954
826,12886.639489785024,12550.145366091832,13827.2009995492
827,12941.462830019149,12609.0716487429,13804.476769641915
828,12975.554587822768,12640.483141632223,13884.15813488363
829,12823.965865865393,12491.518641172528,14016.535496876217
830,12973.974841136744,12631.846998034498,13969.79921915584
831,13060.221410351216,12712.145778892762,14012.908634670704
832,13054.004865212812,12704.015099745744,13733.612490109766
833,12973.897858233591,12628.577247109888,13826.042398610412
834,12718.122795719886,12376.825193334927,13767.142961010546
835,12800.066625197522,12458.758677840638,13706.437247279904
836,13031.38099453447,12693.286087649216,13812.53629472055
837,12809.866502977651,12492.030619322426,13817.4169531377
838,12878.840224483623,12557.473639154166,13835.843020717843
839,13059.516747344633,12730.92707128805,14072.065756811477
840,13047.943105394324,12716.718095029371,14065.639704314006
841,13041.902602144655,12710.569058486846,13924.676548361182
842,13057.336629153791,12726.05723086645,13971.565046969961
843,13065.856647975976,12734.719002459004,13782.183472354964
844,13115.27044681962,12778.64133961221,13591.905718785683
845,13108.572047943022,12776.92881009055,13672.743867218804
846,13156.453538543949,12824.693563486902,13714.504075508565
847,13149.762081329778,12820.7050912929,13519.119856294366
848,13158.196687849397,12835.301334506345,13712.297438772317
849,13242.673359472747,12907.832021825621,13842.252775112116
850,13314.612812909918,12981.83164186275,13836.121557442037
851,13421.17785057862,13080.30422696756,13731.326598084648
852,13428.48101524233,13086.430689886436,13387.983041106072
853,13463.093186780818,13128.216375185364,13490.260943352172
854,13402.239644712628,13074.828001859834,13783.694113423517
855,13216.072287174267,12903.99774500338,13508.273097931222
856,13171.16374686047,12857.425320788834,13595.702425202991
857,13136.452164864588,12824.558026386432,13831.219535056143
858,13169.179501913279,12859.767825284429,13822.52404177078
859,13253.69550411488,12931.389408208888,13815.19989949603
860,13180.7194314128,12863.72194933982,13832.86513683195
861,13014.250425380891,12706.290009776125,13842.11719702911
862,13016.050408226016,12709.08380899016,13902.99612355241
863,13059.236939414244,12750.768258109843,13895.3268071733
864,13088.330731447044,12776.21572788419,13961.85593495005
865,13078.914568174534,12768.790536294751,13953.403327517288
866,12946.433269002207,12635.063402688134,13982.2075860667
867,13039.817085485542,12719.262132409644,14087.325560781754
868,12962.283069302217,12643.055573345197,14182.59602603942
869,13080.76136515696,12749.843875739283,14327.608429193117
870,13152.575299681524,12817.870505398552,14334.905093099194
871,13174.172508610276,12838.756944501827,14389.127362823065
872,13123.668730343594,12786.528585423435,14315.883249035154
873,13066.487710626505,12730.880858813103,14076.329580571208
874,12962.449601932634,12626.157531754629,14020.845257122905
875,12817.757635071508,12484.776320984494,13978.083829107289
876,12831.693238261576,12500.451323988244,14017.876639702645
877,12713.559631046575,12385.785307645692,14136.261332451571
878,12717.028104672292,12389.730538371963,14037.895205546625
879,12696.302990147557,12363.45707796783,13811.5545415263
880,12571.50920016446,12247.365801771815,13814.501347910553
881,12542.157175058666,12222.452304235516,13875.663754917448
882,12633.136958889148,12308.464312984182,13917.036967430757
883,12627.77462923328,12308.557900136777,13900.000932892799
884,12575.65792278474,12259.064284259612,13726.371016169063
885,12502.532906564751,12193.688668619045,13841.356370306035
886,12335.054121834874,12030.601988580773,13732.935080648474
887,12378.657876667556,12071.881365270649,13890.236470658907
888,12500.050919507165,12187.675545571916,13996.353980450202
889,12536.978889866992,12222.05862499813,14023.85817463264
890,12587.089306604195,12271.380333401752,13956.422155369713
891,12601.851625984633,12282.37907091938,13875.087407184814
892,12614.370281287976,12291.806457294084,13732.589100005453
893,12642.13416721465,12317.223068445588,13549.174484509807
894,12730.7473781448,12404.053584873656,13565.91460227221
895,12739.000254634597,12413.782256674953,13408.491911577838
896,12795.929342044576,12460.556743526313,13408.167737715328
897,12971.704551268012,12630.620656306895,13367.041448611411
898,13032.624777022991,12687.52329944848,13182.80837790553
899,13132.086777241551,12783.126597547318,13136.04241082813
900,13052.28288187125,12700.131712835237,13256.34413876817
901,12986.69586601764,12639.054057548432,13242.286675769854
902,13222.779482187098,12864.574496857636,13180.959084447813
903,12937.453452375286,12584.21760341084,13067.04595528293
904,12909.375126614692,12571.99625739168,12855.152904451408
905,12977.798506317546,12633.610070066028,12904.961862245013
906,12877.674438641156,12528.474454166735,13063.638703860472
907,12987.068117514977,12636.40488134602,13110.340002185974
908,12924.54782637011,12583.848781297227,13175.1402931124
909,13047.823356712644,12704.897919930694,13186.917892244766
910,13113.460074081562,12757.69347702779,13214.639076346495
911,13076.574173040344,12721.35915798867,13240.088245516285
912,13042.836836674012,12688.938975174917,13359.472724112133
913,13086.698470326744,12727.6704661965,13368.889122020139
914,13278.98651924847,12931.543370819583,13426.939638260736
915,13285.792359555306,12937.23528613322,13655.090024068046
916,13365.764947385494,13012.581418845191,13729.09741492202
917,13437.99745421526,13078.92280322833,13863.24756990546
918,13401.78181390464,13044.392976007586,13740.79392696243
919,13417.653240609468,13058.271448502872,13651.320769164307
920,13408.589982284077,13050.217515725539,13943.857227492615
921,13392.766050758424,13035.03116299082,13564.624891302885
922,13602.533916399838,13227.318799801184,13534.192883854936
923,13526.607416377576,13158.86306328788,13629.664724226586
924,13544.744755443156,13179.060749783392,13500.974061096693
925,13724.093115958429,13344.440047507256,13652.678138178982
926,13750.77176688993,13369.330367903587,13577.352549427593
927,13650.449200860654,13273.136012127225,13738.769315532249
928,13682.82805205868,13301.966318255403,13816.572027869082
929,13624.710739840772,13252.626846145147,13772.830537253709
930,13762.13037353449,13369.76697948938,13721.57503724126
931,13585.931249080451,13197.034144026764,13789.976550634266
932,13661.441354709306,13283.06892608424,14061.107417227093
933,13756.657327244038,13370.349014688656,14072.575202662549
934,13784.152231829197,13397.580494274143,14177.71399750364
935,13796.067797899674,13413.131271455672,14278.234580789443
936,13987.391079887842,13584.232458998387,14246.392012408884
937,13871.263758265643,13474.045998386977,14256.49522970422
938,13811.986864540517,13411.730549962549,14247.77156671871
939,13910.521343942934,13513.073685280153,14240.249759478496
940,13748.991973910654,13369.734477956414,14518.039132058666
941,13678.878417757023,13302.719807845671,14412.428400118028
942,13719.45878326227,13339.52748275987,14450.357141874389
943,13737.496068078426,13356.088131776713,14704.217384564234
944,13701.137017222612,13319.789661708186,14744.50051779522
945,14023.505222673522,13632.636586146507,14641.146743919178
946,14187.22569037933,13777.93565376391,14695.55795346402
947,14285.031791397334,13867.340269370889,14631.48586908737
948,14337.623488536747,13922.55535332161,14786.40230269434
949,14372.025936557016,13952.705070246417,14561.112497998212
950,14471.796236736925,14047.555966366925,14640.038480613111
951,14375.10889779197,13951.623114270762,14763.10215404216
952,14481.4108579059,14047.106888891063,14806.180189314318
953,14525.072532886605,14088.016722916416,14824.541059322566
954,14614.170701572035,14168.04095707631,15074.956819253435
955,14491.66864346049,14050.392244212424,14925.947982081685
956,14426.60753947484,13998.898296732154,14807.890118907311
957,14139.870645726382,13740.006512371292,14982.378745449696
958,14030.386702685979,13629.958023565432,14770.440537282002
959,14041.406073330201,13639.53391088952,14675.762966085143
960,14173.117983539361,13770.332855397364,14752.30819746881
961,14144.12512675471,13739.38356852101,14786.080121965222
962,14117.27859991137,13714.338816106016,14729.786615140323
963,13786.650514991015,13394.099709006678,15174.151683005792
964,13754.060343637075,13365.437307334434,15373.441174465392
965,13861.504683837416,13470.313130902225,15513.96840493646
966,13888.52263626334,13496.809669272974,15597.683782085516
967,13891.870860555839,13497.25362270551,15629.593042701496
968,13781.500204141106,13391.12910866755,15774.865463342358
969,13851.093573228873,13457.745584330896,15650.548323595243
970,13897.169542072435,13503.250977145495,15809.854921557877
971,13932.368393422654,13536.647476724032,15866.311241948277
972,13967.870996532743,13571.962136316048,15979.75224088096
973,14070.945058987085,13655.166671393794,15828.618453888974
974,14141.89029370898,13717.875258284295,15743.595691646542
975,14140.487238253072,13714.751577832263,15365.69058170907
976,13993.882132458206,13565.562399373255,15200.504655509458
977,14012.97919211247,13582.589999414107,15220.013692223802
978,13708.693804848988,13272.81953367937,15411.371282393584
979,13636.09257771762,13206.535318154294,15384.064835020243
980,13652.101993429764,13219.625392413327,15349.753126872434
981,13799.810681803669,13362.264780696669,14873.525732541995
982,13814.990090297304,13377.254100724676,14815.505759932126
983,13790.775535540264,13355.080636879433,14961.93787502703
984,13625.943056251283,13193.869424377515,14989.760414847842
985,13618.353484046933,13184.362764484997,15007.371755928438
986,13733.152288420775,13299.9487692138,14851.725441107172
987,13522.327274163245,13097.3383954475,14936.746265052205
988,13450.978222475587,13029.319125748749,14994.953036395578
989,13363.279315283067,12948.217240547392,15036.077053977804
990,13485.161199524044,13065.674350757186,15095.173812653142
991,13511.71470230966,13085.991522868871,15219.7019055141
992,13531.49435537227,13103.33430080024,15344.044562320449
993,13572.969694512189,13143.91844040639,15345.993155836764
994,13820.090847183224,13383.844259917278,15129.13948739523
995,13789.88293228873,13352.806584165895,15157.828738055548
996,13747.93164825999,13307.8795908327,14736.063866416136
997,13745.95003515852,13310.03531548546,14625.774869984143
998,13638.171616587442,13204.535991825793,14650.161807307872
999,13563.836546452503,13132.26415837518,14852.76316028762
1000,13533.730647002565,13097.437436600027,14876.075952915637
1001,13553.604115738424,13116.054593021188,14831.826732094312
1002,13636.977699569694,13190.866821962178,14604.855648577506
1003,13706.896855937106,13255.138433992272,14600.698280148865
1004,13601.468252562912,13146.990688740054,14766.258203261665
1005,14123.643907358366,13638.325744806518,14469.523245849256
1006,14394.84026648773,13887.92494255531,14369.695163057751
1007,14430.297855597182,13918.07923646478,14238.181632725642
1008,14191.430635131395,13678.507660015051,14409.62488243386
1009,14259.38013041943,13741.593100687038,14457.311467094334
1010,14233.816520899005,13715.475926108664,14479.955833360294
1011,14241.621774955993,13723.08455754503,14553.637753465722
1012,14241.85454268395,13722.206189563069,14891.144449510972
1013,14261.084201471649,13737.844884266113,14854.6142086041
1014,14245.849071984232,13723.998988482745,14785.293894143872
1015,14156.560240182298,13644.381538573378,14787.860842028987
1016,14093.365846917624,13583.68501536034,14646.335885689294
1017,14154.566065356212,13644.13531310065,14540.567365657413
1018,14159.888061236086,13650.474376565246,14491.583818140734
1019,14125.79505492808,13611.921763089756,14517.421653535586
1020,14059.858595238422,13546.46052162278,14637.85718422666
1021,13771.077458086913,13256.29562661114,14740.898112459005
1022,13730.085229880928,13217.608635532017,14599.978371887535
1023,13795.604475078531,13283.389852464152,15352.69909029222
1024,13553.078259998443,13071.973210105129,15764.442160223382
1025,13460.738331028226,12981.981521383892,15806.871964779682
1026,13510.932193405186,13030.13016138616,15466.84577353247
1027,13545.747564939882,13063.519588670362,15553.049319052134
1028,13529.889962350537,13048.111144671831,15521.512701988431
1029,13642.268580014916,13150.477579679691,15551.690498511647
1030,13822.03602970369,13328.927030605242,15552.244307871346
1031,13823.44725961057,13328.465976513462,15580.261602186336
1032,13832.987018708289,13336.02399782693,15566.763595266171
1033,13755.112834496531,13261.179124364737,15450.750875563755
1034,13792.07680891664,13296.198994567878,15371.479357610682
1035,13873.073442043871,13373.606301515783,15465.87223742936
1036,13794.147598587257,13302.224028933866,15474.262888828403
1037,13697.848259568857,13207.85389074367,15429.849346833384
1038,13783.252218886986,13287.464978296988,15331.08503770129
1039,13870.938952820234,13375.188132019886,14939.432797399832
1040,13881.043118698188,13383.42246917619,14898.135072560975
1041,13786.262584337434,13287.694344770312,14984.502173421335
1042,13701.3965067104,13206.504428920827,14619.749437602351
1043,13823.564206787694,13322.987822103283,14484.73488153484
1044,13778.70660461995,13277.790216637439,14554.03469172856
1045,13551.69479454697,13054.222688643662,14602.92675982136
1046,13513.20264209035,13021.061090442097,14582.423801632638
1047,13462.531474370107,12969.512376871624,14751.55828520007
1048,13466.56499242677,12973.49389502421,14992.225003341064
1049,13502.677872865252,13006.530039374344,15002.423399762214
1050,13512.381212843982,13013.578559034077,15009.48001888155
1051,13545.073498720056,13043.3987964579,14910.71362162489
1052,13539.306860101211,13036.009005172506,14969.023174024023
1053,13533.591038461327,13028.25816350294,15085.56547686626
1054,13509.694981463155,13005.13218868068,14950.806454714628
1055,13544.947589826286,13042.202252619009,14811.168120178158
1056,13653.343155000155,13145.574360006038,14930.167336351731
1057,13586.457208835627,13080.49059751931,15060.341377181898
1058,13604.317585056231,13097.261313152923,15073.525368251723
1059,13609.72557149274,13103.71552385274,14921.663555456249
1060,13591.419168865335,13086.661787995345,14797.003343126564
