timestamp,portfolio_value,return,reward,turnover,weight_btc,weight_eth,weight_ltc,weight_bnb,weight_usdt,dsr,cumulative_dsr
2025-06-04 18:00:00+00:00,10000.0,,,,0.0,0.0,0.0,0.0,1.0,,0.0
2025-06-04 20:00:00+00:00,9985.96249840307,-0.0014037501596929976,0.0,0.7803953057409732,0.2223291777870304,0.18646612207692498,0.18430238412909555,0.18729762174792225,0.21960469425902682,0.0,0.0
2025-06-04 22:00:00+00:00,9967.12146711382,-0.0018867516568647287,0.0,0.0012326393013195741,0.22149356699706169,0.1861819559119026,0.1852331095293064,0.18718475940159376,0.21990660816013552,0.0,0.0
2025-06-05 00:00:00+00:00,9938.901370575246,-0.002831318614073876,0.0,0.0024601785592309883,0.2190333884378307,0.18618733800574172,0.18682652335325023,0.1878020726324363,0.22015067757074103,0.0,0.0
2025-06-05 02:00:00+00:00,9960.45262978111,0.002168374390922777,0.0,0.0041380319130853715,0.2153766006231308,0.18570609390735626,0.18910324573516846,0.18815767765045166,0.22165638208389282,0.0,0.0
2025-06-05 04:00:00+00:00,9973.820972106669,0.0013421420514152145,0.0,0.005781033004592845,0.22115763362772364,0.18536646111707505,0.1867889557245685,0.18614373546410395,0.22054321406652885,0.0,0.0
2025-06-05 06:00:00+00:00,9947.640319704191,-0.0026249370703260123,-6.930218346815108,0.002425852199430173,0.22313295304775238,0.18579457700252533,0.18575340509414673,0.18616615235805511,0.21915291249752045,-6.930218346815108,-6.930218346815108
2025-06-05 08:00:00+00:00,9937.78055711186,-0.0009911659725775701,-2.438303233229518,0.004743251391542497,0.21853681421860394,0.18564746444013128,0.18831152372159704,0.18742401060056638,0.22008018701910137,-2.438303233229518,-9.368521580044625
2025-06-05 10:00:00+00:00,9959.291611062092,0.0021645732491885105,7.359600060874934,0.0029767509881890725,0.21691820995143996,0.1860239588927012,0.18972563101614853,0.18861015984163404,0.2187220402980763,7.359600060874934,-2.008921519169691
2025-06-05 12:00:00+00:00,9935.523324734017,-0.0023865438684088887,-5.085721018749107,0.0035263180842436542,0.2194697871409198,0.18695390127255776,0.18853086147687298,0.18865495835654128,0.21639049175310818,-5.085721018749107,-7.094642537918798
2025-06-05 14:00:00+00:00,9909.424731667508,-0.0026267960140093573,-4.729345684536329,0.005858147656628551,0.21402375614501498,0.18654178461183402,0.19081808979403436,0.189244542166916,0.21937182728220062,-4.729345684536329,-11.823988222455128
2025-06-05 16:00:00+00:00,9901.793978024392,-0.0007700501138809408,-1.4825862300767734,0.005009062158430014,0.21039198966002434,0.18569075124534223,0.19295172968362956,0.18871827985996842,0.22224724955103545,-1.4825862300767734,-13.306574452531901
2025-06-05 18:00:00+00:00,9834.284767840707,-0.006817876673006189,-3.8553644993936165,0.0012338124687858026,0.2101993231445652,0.18526793740290495,0.19329954395741905,0.18809994774907907,0.22313324774603177,-3.8553644993936165,-17.161938951925517
2025-06-05 20:00:00+00:00,9727.079842553563,-0.010901141040547931,-0.23813862898555738,0.011434880442440176,0.2002973169176971,0.18373506318733285,0.19901374575536684,0.1898139920775292,0.227139882062074,-0.23813862898555738,-17.400077580911073
2025-06-05 22:00:00+00:00,9573.721189068296,-0.0157661555130205,0.45379586588727006,0.01687553575264024,0.18342178116505686,0.18443690790047967,0.2086556914048103,0.19407860023017526,0.2294070192994779,0.45379586588727006,-16.946281715023805
2025-06-06 00:00:00+00:00,9553.16547732128,-0.002147097386801585,-1.2441109281466627,0.0224253360280037,0.16202300786972046,0.18846245110034943,0.22110627591609955,0.20002780854701996,0.2283804565668106,-1.2441109281466627,-18.19039264317047
