Initial PV,Final PV,Total Return,Peak PV,Max Drawdown,Sharpe Ratio,Peak Cumulative DSR,Final Cumulative DSR,Average BTC Weight,Maximum BTC Weight,Average ETH Weight,Maximum ETH Weight,Average LTC Weight,Maximum LTC Weight,Average BNB Weight,Maximum BNB Weight,Average USDT Weight,Maximum USDT Weight,Average BTC+ETH Weight,BTC+ETH >= 80% Steps,Average Turnover,Cumulative Turnover
10000.0,12030.18791616597,20.30187916165971,12946.239267201261,-11.788251933297367,2.4978673328946916,39.135019228419004,12.315980154466207,0.24907370105926052,0.3428791855049619,0.1774691649438771,0.20810265218905652,0.17268338113163897,0.23814093356904587,0.17206983066184883,0.22887688067188502,0.22870392220337452,0.2612856988949449,0.4265428660031376,0.0,0.00732016462677422,7.752054339753899
