timestamp,portfolio_value,value_btc,value_eth,value_ltc,value_bnb,value_usdt
2025-03-12 08:00:00+00:00,9298.438009619476,1918.3741800590976,1784.5981465487057,1724.494683398793,1870.9709996128793,2000.0
2025-03-12 12:00:00+00:00,9345.008272579924,1931.3266374183315,1789.8176894885503,1742.1208928058245,1881.7430528672176,2000.0
2025-03-12 16:00:00+00:00,9227.740337593274,1901.8817674972595,1745.9417820210556,1720.088131047035,1859.8286570279233,2000.0
2025-03-12 20:00:00+00:00,9338.617849853385,1929.26720903012,1753.7851023599992,1747.868569786378,1907.696968676889,2000.0
2025-03-13 00:00:00+00:00,9400.16474413777,1947.047956806683,1781.7409369966622,1753.0414790688765,1918.334371265548,2000.0
2025-03-13 04:00:00+00:00,9383.049655860428,1944.65184410283,1761.8245057074162,1732.9246096369384,1943.648696413243,2000.0
2025-03-13 08:00:00+00:00,9340.135180958154,1934.759793656956,1748.154718830972,1710.508669412779,1946.7119990574454,2000.0
2025-03-13 12:00:00+00:00,9381.367732647286,1930.6614124988992,1774.3084572469015,1728.7096465178658,1947.6882163836199,2000.0
2025-03-13 16:00:00+00:00,9291.467247267849,1885.7281333483952,1751.1239758164293,1697.0974231248204,1957.5177149782035,2000.0
2025-03-13 20:00:00+00:00,9198.492137640804,1866.315385717023,1729.0132822895027,1660.1207012165917,1943.0427684176866,2000.0
2025-03-14 00:00:00+00:00,9267.873521512141,1887.3815395314969,1741.0210322369803,1687.7095507232493,1951.7613990204163,2000.0
2025-03-14 04:00:00+00:00,9338.080139535705,1905.3672761692073,1764.0747916618036,1706.6768847590765,1961.9611869456182,2000.0
2025-03-14 08:00:00+00:00,9331.727141150877,1911.9304098881414,1767.6229603865636,1711.0834371108344,1941.0903337653376,2000.0
2025-03-14 12:00:00+00:00,9393.247892004812,1937.1133263817057,1776.3346483344617,1731.7750742408277,1948.024843047818,2000.0
2025-03-14 16:00:00+00:00,9485.050465672255,1971.350189033003,1794.8131375615678,1750.9339975093399,1967.9531415683439,2000.0
2025-03-14 20:00:00+00:00,9511.456208911233,1967.3811765546259,1805.9805317584446,1758.0227991186896,1980.0717014794743,2000.0
2025-03-15 00:00:00+00:00,9467.202431028945,1954.099713236638,1784.9529634211817,1749.5928728805438,1978.556881490583,2000.0
2025-03-15 04:00:00+00:00,9521.13692540643,1965.9385761697074,1793.1604379187193,1765.303189960724,1996.7347213572787,2000.0
2025-03-15 08:00:00+00:00,9484.036613351142,1950.472969333457,1790.592684236327,1754.382603697672,1988.5883560836855,2000.0
2025-03-15 12:00:00+00:00,9563.384945930855,1956.9046402753786,1801.1624921216649,1799.0228949133061,2006.2949186205042,2000.0
2025-03-15 16:00:00+00:00,9577.769593660809,1962.5421829731504,1809.416653049791,1775.649008525721,2030.1617491121472,2000.0
2025-03-15 20:00:00+00:00,9609.954933965222,1961.470935848608,1808.9311141716662,1781.0135070409042,2058.5393769040447,2000.0
2025-03-16 00:00:00+00:00,9629.270997602574,1962.365580764739,1808.8003921660172,1771.6256346393334,2086.479390032485,2000.0
2025-03-16 04:00:00+00:00,9581.359122129716,1962.223880178543,1799.780573776232,1767.9854392183158,2051.3692289566256,2000.0
2025-03-16 08:00:00+00:00,9560.88349751935,1960.865043686942,1798.2585961390325,1765.303189960724,2036.456667732651,2000.0
2025-03-16 12:00:00+00:00,9372.894275822855,1917.4953572117047,1749.8167557599384,1702.653510872689,2002.9286519785235,2000.0
2025-03-16 16:00:00+00:00,9440.251516600423,1938.6880875760812,1769.4250566072974,1709.5507232493535,2022.5876491676909,2000.0
2025-03-16 20:00:00+00:00,9420.374137476054,1933.514271098816,1757.9588692546513,1713.382507903056,2015.5184892195311,2000.0
2025-03-17 00:00:00+00:00,9438.995853924298,1921.3231344588487,1761.9552277130651,1728.5180572851807,2027.1994344672044,2000.0
2025-03-17 04:00:00+00:00,9622.63376853372,1946.9437172949986,1782.3478605943185,1787.9107194175685,2105.431471226836,2000.0
2025-03-17 08:00:00+00:00,9606.807434232898,1944.436384755018,1774.7846588389086,1767.4106715202606,2120.175719118711,2000.0
2025-03-17 12:00:00+00:00,9632.689243133642,1943.1997039411726,1783.963211092696,1782.3546316697,2123.171696430074,2000.0
2025-03-17 16:00:00+00:00,9647.7260155519,1943.5798989458433,1792.2640584514113,1791.1677363732158,2120.714321781428,2000.0
2025-03-17 20:00:00+00:00,9684.744894520432,1965.7186959497483,1813.5063843693833,1791.1677363732158,2114.3520778280845,2000.0
2025-03-18 00:00:00+00:00,9648.137341879261,1954.7239869193374,1798.6414248698616,1768.3686176836861,2126.403312406376,2000.0
2025-03-18 04:00:00+00:00,9547.438362649402,1934.657415565123,1775.176824855856,1722.5787910719416,2115.0253311564807,2000.0
2025-03-18 08:00:00+00:00,9559.96657310104,1935.0345857625346,1778.7996918695583,1714.915221764537,2131.2170737044084,2000.0
2025-03-18 12:00:00+00:00,9511.043386307305,1921.4760035641536,1767.0066995027898,1697.6721908228758,2124.8884924174845,2000.0
2025-03-18 16:00:00+00:00,9457.632177563153,1898.8860449237395,1756.371530614627,1690.0086215154706,2112.365980509316,2000.0
2025-03-18 20:00:00+00:00,9518.36380612935,1915.3358775064744,1778.3515021359042,1696.522655426765,2128.1537710602056,2000.0
2025-03-19 00:00:00+00:00,9566.380370912197,1924.5924857505402,1803.5341627955836,1724.8778618641632,2113.37586050191,2000.0
2025-03-19 04:00:00+00:00,9561.25939055917,1932.0879581375982,1809.8741800695627,1736.756394290641,2082.540858061367,2000.0
2025-03-19 08:00:00+00:00,9529.287272636193,1935.6439680864219,1803.963677957002,1717.4058817894436,2072.2737448033263,2000.0
2025-03-19 12:00:00+00:00,9676.572767002948,1951.731289153076,1893.6016246877848,1753.0414790688765,2078.198374093212,2000.0
2025-03-19 16:00:00+00:00,9703.640960530149,1971.5472668597813,1913.2099255351434,1765.4947791934094,2053.388988941814,2000.0
2025-03-19 20:00:00+00:00,9725.954898525997,1987.8423689173599,1896.4681715259462,1769.1349746144267,2072.5093834682643,2000.0
2025-03-20 00:00:00+00:00,9825.907863200342,2020.7092265579472,1919.7927122481856,1802.6630903343232,2082.7428340598863,2000.0
2025-03-20 04:00:00+00:00,9782.797159456419,1998.4903885004273,1888.6995494759449,1792.7004502346965,2102.9067712453507,2000.0
2025-03-20 08:00:00+00:00,9738.204692727712,1996.7541491339339,1874.5068745769042,1765.6863684260943,2101.25730059078,2000.0
2025-03-20 12:00:00+00:00,9715.084491049894,1989.4427246346936,1857.2702444034642,1758.597566816745,2109.7739551949912,2000.0
2025-03-20 16:00:00+00:00,9667.482768146976,1970.5751403423315,1841.3221597142792,1754.7657821630426,2100.8196859273226,2000.0
2025-03-20 20:00:00+00:00,9687.789819176838,1958.6062106971378,1843.8899133966713,1774.307883896925,2110.985811186104,2000.0
2025-03-21 00:00:00+00:00,9721.675957913438,1959.688393663308,1852.3214827610357,1787.3359517195136,2122.3301297695793,2000.0
2025-03-21 04:00:00+00:00,9703.860223511521,1965.0071682115095,1847.06459067672,1771.242456173963,2120.5460084493293,2000.0
2025-03-21 08:00:00+00:00,9693.718068852715,1953.0480110205365,1845.7853824785827,1776.223776223776,2118.6608991298203,2000.0
2025-03-21 12:00:00+00:00,9715.184445141544,1955.5732597265878,1836.4667709330286,1785.2284701599772,2137.91594432195,2000.0
2025-03-21 16:00:00+00:00,9690.609279280989,1944.3803094819914,1821.415065711151,1789.82661174442,2134.9872923434264,2000.0
2025-03-21 20:00:00+00:00,9708.600138090671,1953.4752068764574,1843.105581362777,1773.7331161988695,2138.2862336525677,2000.0
2025-03-22 00:00:00+00:00,9670.347389558494,1956.5567874406279,1835.4676813184249,1740.205000478973,2138.1179203204683,2000.0
2025-03-22 04:00:00+00:00,9683.029250956803,1960.464373063905,1854.4503839958916,1745.9526774595267,2122.16181643748,2000.0
2025-03-22 08:00:00+00:00,9683.18597295544,1960.8827271755317,1852.7229860641005,1744.9947312961012,2124.585528419706,2000.0
2025-03-22 12:00:00+00:00,9683.954756763322,1960.0574201488694,1858.5027661710128,1752.6583006035062,2112.736269839934,2000.0
2025-03-22 16:00:00+00:00,9659.695446568734,1957.0288900504665,1854.655804290483,1741.737714340454,2106.273037887331,2000.0
2025-03-22 20:00:00+00:00,9694.26880544014,1958.4833569869381,1863.6756226802681,1764.1536545646136,2107.9561712083214,2000.0
2025-03-23 00:00:00+00:00,9661.432985362024,1950.7817323513257,1849.4175867784031,1750.5508190439698,2110.682847188326,2000.0
2025-03-23 04:00:00+00:00,9696.39514866767,1959.7118940889334,1875.2258456079742,1760.7050483762814,2100.7523605944825,2000.0
2025-03-23 08:00:00+00:00,9688.819437047587,1961.0016253685467,1874.964401596676,1756.1069067918381,2096.7465032905257,2000.0
2025-03-23 12:00:00+00:00,9704.701588468,1970.3129128207504,1874.9363897383228,1766.6443145895198,2092.8079713194084,2000.0
2025-03-23 16:00:00+00:00,9724.643405876384,1982.165736402706,1874.0493475571327,1776.7985439218314,2091.629777994715,2000.0
2025-03-23 20:00:00+00:00,9688.560468501051,1978.0191910059914,1864.0024276943907,1749.0181051824889,2097.520744618181,2000.0
2025-03-24 00:00:00+00:00,9728.531619406096,2002.9459295924923,1873.0502579425292,1752.6583006035062,2099.8771312675676,2000.0
2025-03-24 04:00:00+00:00,9759.772779835905,2013.4064111255204,1880.9869511426505,1767.2190822875752,2098.1603352801576,2000.0
2025-03-24 08:00:00+00:00,9828.152763304191,2021.3744514773803,1932.0525689208432,1777.3733116198869,2097.352431286082,2000.0
2025-03-24 12:00:00+00:00,9913.455455474315,2040.3376662146134,1954.0792268727096,1795.7658779576589,2123.272684429334,2000.0
2025-03-24 16:00:00+00:00,9934.686496624388,2055.705781186141,1951.268703751255,1803.4294472650636,2124.282564421928,2000.0
2025-03-24 20:00:00+00:00,9956.662322596052,2052.727509423729,1950.288288708887,1811.8593735032089,2141.787150960228,2000.0
2025-03-25 00:00:00+00:00,9920.274523925704,2035.885149929807,1943.2759868344265,1796.5322348883992,2144.5811522730714,2000.0
2025-03-25 04:00:00+00:00,9843.303139337066,2013.146277701272,1907.8409860174143,1767.6022607529458,2154.7136148654336,2000.0
2025-03-25 08:00:00+00:00,9859.537209920076,2011.1901581148195,1919.3351852284136,1769.518153079797,2159.4937134970464,2000.0
2025-03-25 12:00:00+00:00,9884.013326288414,2032.9133931368754,1931.5857046149536,1783.8873455311812,2135.6268830054028,2000.0
2025-03-25 16:00:00+00:00,9896.62394679125,2042.3119346446183,1930.6426387170573,1789.82661174442,2133.842761685153,2000.0
2025-03-25 20:00:00+00:00,9907.57334729093,2050.266247025073,1938.0844557529356,1794.233164096178,2124.989480416744,2000.0
2025-03-26 00:00:00+00:00,9890.646285987608,2033.4355214052234,1929.2327085132706,1807.8359996168217,2120.142056452292,2000.0
2025-03-26 04:00:00+00:00,9849.05151009918,2027.8656878545496,1913.26594925185,1793.4668071654373,2114.4530658273443,2000.0
2025-03-26 08:00:00+00:00,9949.052872153317,2050.8297918851167,1932.1272672097857,1833.700546029313,2132.3952670291014,2000.0
2025-03-26 12:00:00+00:00,9945.124786878754,2046.5140899593966,1931.436308037069,1841.7472938020883,2125.427095080201,2000.0
2025-03-26 16:00:00+00:00,9783.117717109339,2018.5357862038309,1878.914073624501,1782.9293993677554,2102.7384579132513,2000.0
2025-03-26 20:00:00+00:00,9728.485133973347,2014.2233417628504,1867.373187982913,1764.920011495354,2081.9685927322303,2000.0
2025-03-27 00:00:00+00:00,9749.547472112661,2022.1806789505638,1876.346319942109,1770.6676884759077,2080.3527847440796,2000.0
2025-03-27 04:00:00+00:00,9842.400675819848,2039.8874352880298,1896.701603678891,1796.3406456557143,2109.4709911972127,2000.0
2025-03-27 08:00:00+00:00,9871.002950446757,2033.600955094526,1892.126333481174,1806.6864642207108,2138.589197650346,2000.0
2025-03-27 12:00:00+00:00,9831.592281247378,2022.9796934218234,1882.5929643549105,1796.149056423029,2129.870567047616,2000.0
2025-03-27 16:00:00+00:00,9828.171529382373,2023.6907558050996,1872.574056350522,1787.5275409521985,2144.3791762745527,2000.0
2025-03-27 20:00:00+00:00,9825.135976761834,2025.6994605023574,1871.3135227246203,1774.1162946642396,2154.0066988706176,2000.0
2025-03-28 00:00:00+00:00,9823.856643342608,2029.6924387613226,1870.884007563202,1777.7564900852574,2145.5237069328264,2000.0
2025-03-28 04:00:00+00:00,9790.039036060478,2019.342013677015,1867.3078269800883,1770.859277708593,2132.5299176947806,2000.0
2025-03-28 08:00:00+00:00,9574.855994656413,1982.7141572264563,1783.617731506338,1692.6908707730624,2115.833235150556,2000.0
2025-03-28 12:00:00+00:00,9581.52329354018,1983.6976849404969,1774.5232148276104,1690.200210748156,2133.1021830239174,2000.0
2025-03-28 16:00:00+00:00,9480.688873775563,1955.6809894004937,1748.0613459697943,1671.616055177699,2105.3304832275767,2000.0
2025-03-28 20:00:00+00:00,9438.715721328375,1949.6218351063553,1749.9661523378231,1655.1393811667785,2083.988352717419,2000.0
2025-03-29 00:00:00+00:00,9495.724278827081,1964.3652110402209,1771.1898036835596,1673.7235367372355,2086.4457273660646,2000.0
2025-03-29 04:00:00+00:00,9470.565496169123,1958.3602705992575,1773.9349658021897,1674.681482900661,2063.588776867016,2000.0
2025-03-29 08:00:00+00:00,9399.74131842708,1948.251132063201,1755.5405121501437,1649.96647188428,2045.9832023294564,2000.0
2025-03-29 12:00:00+00:00,9303.78500336577,1914.785827940354,1722.3091108569295,1643.2608487403006,2023.4292158281858,2000.0
2025-03-29 16:00:00+00:00,9320.535344430984,1917.5933144313904,1718.2847405401621,1649.0085257208543,2035.648763738576,2000.0
2025-03-29 20:00:00+00:00,9314.310574566745,1925.6016079875387,1706.3890380260978,1643.0692595076157,2039.250669045495,2000.0
2025-03-30 00:00:00+00:00,9297.165486047452,1923.0451804989746,1706.9399379070474,1637.321582527062,2029.858785114369,2000.0
2025-03-30 04:00:00+00:00,9348.208841234133,1933.2897373292278,1712.8224281612552,1652.0739534438164,2050.0227222998337,2000.0
2025-03-30 08:00:00+00:00,9341.349679810652,1933.0049400919472,1715.9504190107148,1650.3496503496503,2042.0446703583393,2000.0
2025-03-30 12:00:00+00:00,9329.743944464371,1933.8234994716474,1711.7859894021803,1647.4758118593734,2036.6586437311698,2000.0
2025-03-30 16:00:00+00:00,9301.39360227501,1924.9307988085518,1693.5596069002545,1655.9057380975191,2026.9974584686854,2000.0
2025-03-30 20:00:00+00:00,9303.25944542824,1920.724687976589,1693.989122061673,1655.5225596321486,2033.023075757831,2000.0
2025-03-31 00:00:00+00:00,9281.908984681071,1917.0297695713466,1687.938560657345,1649.774882651595,2027.1657718007848,2000.0
2025-03-31 04:00:00+00:00,9217.99410721122,1897.0195061676402,1679.142837134387,1624.2935147044736,2017.5382492047195,2000.0
2025-03-31 08:00:00+00:00,9196.12307233133,1906.4082752211627,1679.6937370153366,1603.7934668071655,2006.2275932876644,2000.0
2025-03-31 12:00:00+00:00,9187.36412529158,1912.7368700388072,1693.2514764583675,1575.8214388351375,2005.554339959268,2000.0
2025-03-31 16:00:00+00:00,9289.69716342054,1940.9671635067707,1720.1335231914845,1594.5971836382796,2033.999293084005,2000.0
2025-03-31 20:00:00+00:00,9259.27584177717,1918.7110970522206,1706.5851210345716,1596.5130759651306,2037.4665477252454,2000.0
2025-04-01 00:00:00+00:00,9248.166823796246,1920.7526092743617,1701.6550339643786,1589.8074528211514,2035.9517277363536,2000.0
2025-04-01 04:00:00+00:00,9298.62559230219,1930.3584664180662,1713.3920026144403,1604.751412970591,2050.1237102990926,2000.0
2025-04-01 08:00:00+00:00,9341.26450668719,1941.5888777371745,1731.3756156773034,1613.5645176741066,2054.735495598606,2000.0
2025-04-01 12:00:00+00:00,9348.50674245058,1952.8693147147915,1738.9481547188311,1611.6486253472556,2045.0406476697021,2000.0
2025-04-01 16:00:00+00:00,9487.985333257866,1984.2940373254237,1791.4423772730456,1641.1533671807642,2071.095551478633,2000.0
2025-04-01 20:00:00+00:00,9432.677950254138,1977.107095278753,1783.515021359042,1623.1439793083628,2048.91185430798,2000.0
2025-04-02 00:00:00+00:00,9435.916078983264,1981.4430401453585,1778.734330866734,1618.54583772392,2057.1928702472524,2000.0
2025-04-02 04:00:00+00:00,9332.050307484591,1967.2881055620505,1752.0483671420902,1588.2747389596705,2024.4390958207798,2000.0
2025-04-02 08:00:00+00:00,9295.224525572958,1964.41035047162,1741.4692219706342,1566.0503879681962,2023.2945651625064,2000.0
2025-04-02 12:00:00+00:00,9310.394290490607,1967.681563183163,1744.8866686897454,1578.5036880927291,2019.3223705249693,2000.0
2025-04-02 16:00:00+00:00,9471.101650292982,2018.6556151067716,1775.214174000327,1641.9197241115048,2035.312137074378,2000.0
2025-04-02 20:00:00+00:00,9507.986314519196,2021.9675463775664,1784.7755549849437,1662.228182776128,2039.0150303805567,2000.0
2025-04-03 00:00:00+00:00,9146.58669345926,1919.9680208069512,1676.2389411517545,1562.0270140818086,1988.3527174187466,2000.0
2025-04-03 04:00:00+00:00,9269.89311451745,1942.483988008268,1703.5598403324075,1599.5785036880925,2024.2707824886809,2000.0
2025-04-03 08:00:00+00:00,9258.495318498528,1941.8508725812737,1695.0068862485118,1601.8775744803143,2019.759985188427,2000.0
2025-04-03 12:00:00+00:00,9190.93360163012,1933.457032438382,1676.164242862812,1584.4429543059682,1996.869372022958,2000.0
2025-04-03 16:00:00+00:00,9114.649079670404,1908.870235652263,1664.1471556292165,1568.1578695277326,1973.473818861192,2000.0
2025-04-03 20:00:00+00:00,9130.933914031577,1908.182441017131,1668.6757393963444,1573.3307788102309,1980.7449548078703,2000.0
2025-04-04 00:00:00+00:00,9226.911925700671,1936.1812203910633,1696.7996451831277,1598.8121467573524,1995.1189133691278,2000.0
2025-04-04 04:00:00+00:00,9193.257650287229,1927.0006976834281,1674.0913653446628,1595.36354056902,1996.8020466901182,2000.0
2025-04-04 08:00:00+00:00,9290.151581449152,1954.3244796837075,1697.462592497491,1624.2935147044736,2014.0709945634794,2000.0
2025-04-04 12:00:00+00:00,9152.28473210515,1923.7876543422447,1665.6597959802987,1580.6111696522655,1982.226112130342,2000.0
2025-04-04 16:00:00+00:00,9220.8467408123,1927.9656111989534,1676.2669530101077,1618.1626592585496,1998.451517344689,2000.0
2025-04-04 20:00:00+00:00,9271.515934748973,1954.7235215643746,1690.2448703284392,1616.2467669316984,2010.300775924461,2000.0
2025-04-05 00:00:00+00:00,9277.657154822275,1951.9283669798544,1696.472840169005,1617.204713095124,2012.051234578291,2000.0
2025-04-05 04:00:00+00:00,9262.386361034673,1945.7424034583319,1690.0581246060833,1619.8869623527157,2006.6988706175416,2000.0
2025-04-05 08:00:00+00:00,9250.934352705815,1943.4463420714974,1693.055393449894,1609.349554555034,2005.083062629391,2000.0
2025-04-05 12:00:00+00:00,9239.441165074291,1941.7561728463286,1687.5650692126335,1600.7280390842034,2009.391883931126,2000.0
2025-04-05 16:00:00+00:00,9153.308110623768,1922.340633085179,1663.9137234762718,1574.863492671712,1992.1902613906045,2000.0
2025-04-05 20:00:00+00:00,9151.340593941708,1927.965378521472,1664.0631200541566,1569.8821726218985,1989.4299227441804,2000.0
2025-04-06 00:00:00+00:00,9210.7669684067,1943.7409117629986,1686.3325474450853,1584.059775840598,1996.6337333580193,2000.0
2025-04-06 04:00:00+00:00,9199.039816987468,1939.230458785314,1689.8713788837276,1577.5457419293036,1992.3922373891237,2000.0
2025-04-06 08:00:00+00:00,9163.367677168473,1931.8040916102434,1678.5639253950842,1565.858798735511,1987.1408614276336,2000.0
2025-04-06 12:00:00+00:00,9137.104524065513,1927.8723075288965,1670.617894908845,1555.5129801705143,1983.101341457257,2000.0
2025-04-06 16:00:00+00:00,9031.530656714358,1920.7144501674056,1642.9515161418335,1511.255867420251,1956.6088229848685,2000.0
2025-04-06 20:00:00+00:00,8648.476945958544,1852.446411758403,1518.466817619459,1396.4939170418622,1881.0697995388211,2000.0
2025-04-07 00:00:00+00:00,8524.223847971,1824.8894869217222,1476.0101776418685,1353.1947504550244,1870.1294329523841,2000.0
2025-04-07 04:00:00+00:00,8405.25622141517,1808.085053857275,1441.3875207171038,1303.7647284222626,1852.0189184185278,2000.0
2025-04-07 08:00:00+00:00,8131.538084621208,1748.0130797319416,1363.3838324890871,1235.750550819044,1784.3906215811355,2000.0
2025-04-07 12:00:00+00:00,8271.738977552535,1784.3016924145627,1384.8222414155327,1284.7973943864354,1817.8176493360038,2000.0
2025-04-07 16:00:00+00:00,8479.525560282236,1826.0507802315817,1453.4046079506993,1341.8909857266024,1858.1791863733526,2000.0
2025-04-07 20:00:00+00:00,8480.126245134448,1817.9191676102705,1443.0495576460703,1354.9190535491905,1864.2384663289179,2000.0
2025-04-08 00:00:00+00:00,8519.091656282144,1841.950330570715,1450.1178832372373,1360.0919628316888,1866.9314796425026,2000.0
2025-04-08 04:00:00+00:00,8608.69916039327,1859.186147685749,1479.6890683722777,1379.0592968675162,1890.7646474677258,2000.0
2025-04-08 08:00:00+00:00,8571.627523865176,1849.6931391205417,1466.7289152407855,1369.2882460005746,1885.9172235032738,2000.0
2025-04-08 12:00:00+00:00,8645.037269736491,1861.001032040969,1483.0598286608,1403.0079509531565,1897.9684580815647,2000.0
2025-04-08 16:00:00+00:00,8511.56001708515,1826.4716937955036,1430.2481383785803,1370.4377813966855,1884.4024035143823,2000.0
2025-04-08 20:00:00+00:00,8337.959452994106,1788.2206792344307,1369.4717430378862,1319.0918670370725,1861.1751636847155,2000.0
2025-04-09 00:00:00+00:00,8340.616218417865,1775.8508462887187,1375.7650738812765,1325.0311332503113,1863.9691649975596,2000.0
2025-04-09 04:00:00+00:00,8206.37132002096,1746.7875674372053,1324.7648171059084,1307.9796915413353,1826.8392439365125,2000.0
2025-04-09 08:00:00+00:00,8418.649816212965,1807.76721641763,1385.1397091435376,1352.0452150589135,1873.6976755928838,2000.0
2025-04-09 12:00:00+00:00,8325.150211410473,1773.700673682746,1358.8832605803123,1339.975093399751,1852.5911837476647,2000.0
2025-04-09 16:00:00+00:00,8442.48030781967,1797.6199187746179,1386.8297579308576,1368.7134783025194,1889.317152811674,2000.0
2025-04-09 20:00:00+00:00,8880.860088001456,1915.682101598855,1532.1832909264922,1481.3679471213716,1951.6267483547372,2000.0
2025-04-10 00:00:00+00:00,8898.036713522637,1922.2701318083032,1558.8692546511359,1456.6529361049909,1960.244390958208,2000.0
2025-04-10 04:00:00+00:00,8775.999076763754,1902.7247580125108,1509.8391652466212,1426.9566050387969,1936.478548465824,2000.0
2025-04-10 08:00:00+00:00,8759.314136326706,1898.5507566729864,1490.0534559630246,1420.0593926621325,1950.650531028563,2000.0
2025-04-10 12:00:00+00:00,8745.025188521375,1905.2097535142734,1489.1103900651276,1412.7790018200976,1937.9260431218759,2000.0
2025-04-10 16:00:00+00:00,8510.254860466986,1832.503624824314,1396.8299913630105,1368.7134783025194,1912.2077659771428,2000.0
2025-04-10 20:00:00+00:00,8596.078544106651,1853.214945479594,1414.2253554004528,1393.236900086215,1935.4013431403903,2000.0
2025-04-11 00:00:00+00:00,8633.564882318919,1852.2826068114705,1421.3590419944444,1414.1201264488936,1945.8031070641105,2000.0
2025-04-11 04:00:00+00:00,8713.27460238197,1881.034563192819,1442.2465510399402,1436.919245138423,1953.0742430107891,2000.0
2025-04-11 08:00:00+00:00,8750.042742370892,1890.8945041462543,1450.1272205233552,1451.6716160551778,1957.3494016461045,2000.0
2025-04-11 12:00:00+00:00,8786.858996712086,1910.9724766970592,1455.496160041084,1457.4192930357312,1962.971066938212,2000.0
2025-04-11 16:00:00+00:00,8814.208744806445,1920.0950627118168,1461.6961180232968,1462.2090238528594,1970.2085402184705,2000.0
2025-04-11 20:00:00+00:00,8865.066062054164,1951.1933388159903,1462.0229230374193,1471.9800747198005,1979.8697254809551,2000.0
2025-04-12 00:00:00+00:00,8836.212318364513,1941.0846656348972,1463.012675365905,1459.7183638279528,1972.396613535758,2000.0
2025-04-12 04:00:00+00:00,8793.670258251208,1930.598124223948,1451.3877541492568,1442.2837436536067,1969.4006362243952,2000.0
2025-04-12 08:00:00+00:00,8868.289775023335,1948.0903519235274,1477.1960129788276,1460.6763099913785,1982.3271001296011,2000.0
2025-04-12 12:00:00+00:00,8881.657555155925,1943.5154472834845,1488.4194308924114,1462.7837915509147,1986.9388854291149,2000.0
2025-04-12 16:00:00+00:00,9055.394240768406,1977.9540413111886,1546.1425336725883,1514.129705910528,2017.1679598741016,2000.0
2025-04-12 20:00:00+00:00,9024.207172206483,1976.4414050043574,1533.7799668526345,1506.849315068493,2007.136485280999,2000.0
2025-04-13 00:00:00+00:00,9036.566112424385,1984.2016643652926,1535.2272462008918,1506.466136603123,2010.6710652550785,2000.0
