Method,Initial PV,Final PV,Total Return,Peak PV,Max Drawdown,Sharpe Ratio,Peak Cumulative DSR,Final Cumulative DSR,Average BTC Weight,Maximum BTC Weight,Average ETH Weight,Maximum ETH Weight,Average LTC Weight,Maximum LTC Weight,Average BNB Weight,Maximum BNB Weight,Average USDT Weight,Maximum USDT Weight,Average BTC+ETH Weight,BTC+ETH >= 80% Steps,Average Turnover,Cumulative Turnover,Total Attributed PnL,BTC PnL Contribution,BTC PnL Share,BTC Summed Return Contribution,BTC Underlying Return,ETH PnL Contribution,ETH PnL Share,ETH Summed Return Contribution,ETH Underlying Return,LTC PnL Contribution,LTC PnL Share,LTC Summed Return Contribution,LTC Underlying Return,BNB PnL Contribution,BNB PnL Share,BNB Summed Return Contribution,BNB Underlying Return,USDT PnL Contribution,USDT PnL Share,USDT Summed Return Contribution,USDT Underlying Return,Attribution Reconciliation Error,3-step Rank Correlation,3-step Trailing Winner Weight,3-step Trailing Loser Weight,6-step Rank Correlation,6-step Trailing Winner Weight,6-step Trailing Loser Weight,18-step Rank Correlation,18-step Trailing Winner Weight,18-step Trailing Loser Weight,42-step Rank Correlation,42-step Trailing Winner Weight,42-step Trailing Loser Weight,Realized Winner Weight,Realized Loser Weight
mfn,10000.0,12869.551112740026,0.28695511127400253,14045.070242373411,-0.200048902854557,1.5475292607365934,32.47317847724829,12.94467176344459,0.18493484172216992,0.2045921732552135,0.12566169227253451,0.18009329216111084,0.2646691883944444,0.30869876780235134,0.20176991579141332,0.38891718433583683,0.22296436181943782,0.27818044810529496,0.3105965339947044,0.0,0.005537756634799284,5.864484276252441,2869.551112740026,356.81372603316265,0.12434478844060551,0.04734466530779444,0.2593245209839672,1264.8855383993223,0.44079561182359667,0.115173138914485,1.050388664534653,332.71705611474624,0.11594742279988429,0.043793037162575224,0.04291598812147179,915.134792192844,0.3189121769359307,0.08182292368685062,0.4435561240805814,0.0,0.0,0.0,0.0,4.956746124662459e-11,-0.022348484848484857,0.20112962320588734,0.20805465490334937,-0.020797720797720798,0.19907510168581133,0.2057000350298176,-0.0877041306436119,0.19256408753204055,0.20729460736726857,-0.1529990167158309,0.1841413297049872,0.22007013017681412,0.2026701080205199,0.2071482146153195
