timestep,Proposed Method,A2C,DQN,Buy and Hold
423,10768.695019582614,10578.129163610654,10515.011905195,11213.674778648689
424,10740.474426617826,10549.330528227092,10515.01190492053,11224.328625483924
425,10734.11390617118,10542.836739718645,10500.070444331306,11253.5017820165
426,10756.064542823528,10565.681571674637,10547.850279859436,11138.213094203797
427,10858.839868862382,10665.283067250177,10600.063296794253,10950.799646151534
428,10838.941376790786,10645.355477167455,10593.659813514943,11092.979738110267
429,11052.834422441883,10841.86658341683,10737.820280936348,11143.023223341102
430,10711.287107649148,10544.971427022729,10477.411965516932,11116.46016242843
431,10975.622970822344,10787.691652424097,10697.757462962178,11146.36334990048
432,10691.424661733854,10527.628245193182,10490.875698979304,11257.404980626476
433,10667.837410556176,10506.34052593884,10485.457366912062,11235.963676312796
434,10681.22045406356,10521.48104584313,10507.459078146892,11279.560550298218
435,10823.82194057367,10663.032016844676,10593.824005270611,11267.959104334339
436,10927.61298463894,10757.27628303095,10646.69378969877,11230.587459134029
437,10920.22695810215,10750.461253046376,10666.232622625974,11107.88350375292
438,10940.383984803531,10767.174200649762,10681.174083359589,11041.347752991505
439,10804.880194651938,10631.359373047071,10628.63268237542,11066.209502217414
440,10769.974245700269,10597.740616732992,10570.837142412403,10994.14622758551
441,10757.876323991171,10582.401838096148,10587.092137819083,10948.590489039281
442,10813.57132477965,10633.404422172112,10640.45449742792,10918.50235521405
443,10853.625027009051,10669.29476201486,10672.471913234158,10911.770866530853
444,10899.74886455252,10712.631776080267,10780.838550471672,10939.007883730828
445,10887.074211516008,10698.239177452871,10720.08755700057,11063.261691520202
446,10898.619868346483,10710.151877266124,10752.269164399466,11039.365390123
447,11029.423734537146,10842.610397620932,10896.1012472634,11303.52744025373
448,10993.526375040508,10805.562011763812,11016.618082313471,10873.55602118779
449,11073.831744345072,10886.15986028175,11055.203173500457,11204.53660680606
450,11282.28125920036,11090.635197694428,11252.72599990102,10843.95027050538
451,11252.894279014174,11062.083087275618,11208.230001780466,10819.74117394068
452,11264.808977985587,11075.03418614124,11281.623769532176,10835.616246278632
453,11283.514571055484,11095.411610507132,11196.90076279598,11016.145198852391
454,11263.242545972123,11076.13617213484,11181.466726453958,11145.41777749453
455,11332.382659006918,11145.596843168843,11272.921600894411,11140.334991228265
456,11418.726714222485,11229.046092376338,11296.56523158682,11169.933861322424
457,11286.870402919822,11111.72060469448,11202.647478400158,11014.055689571582
458,11088.47802693199,10919.756684349764,11033.694038125492,10971.345120138178
459,11102.661259461647,10935.941850569949,11010.050408433504,10953.695087993054
460,11082.470139043937,10918.86098211322,10928.775430657157,11034.749064397362
461,10919.41625328005,10755.005971136296,10787.24203369855,11081.37989036343
462,11019.50050889487,10854.16670509346,10910.057556386622,11140.219849892625
463,11011.44163936972,10845.289675983684,10831.674022494211,11123.293943260724
464,11095.541760484612,10923.94330757525,10937.533144855224,11133.000057715592
465,11074.797814512562,10902.796415407574,10909.604563022953,11303.754897695622
466,11080.294968101274,10907.470434423434,10912.638188329578,11253.387015196497
467,10980.327809305309,10809.095866413509,10774.250362221946,11356.64165847208
468,10967.97077540906,10797.197795639431,10740.540507273654,11620.707224563555
469,10919.23307594677,10754.361841870896,10676.830494065787,11583.398459591986
470,10896.384505946742,10732.77494266264,10675.70145562805,11603.718855749774
471,10903.698270462346,10738.44516022512,10696.99189032923,11623.56520682556
472,10951.982318736287,10783.001104931169,10762.476106420534,11593.868248976709
473,11027.912981394536,10853.836599756916,10797.637582559912,11681.568240802138
474,11077.40402296353,10901.40115017098,10875.379927691634,11782.464509924352
475,11125.177476365274,10945.82375964951,10882.960613231111,11617.823456509148
476,11103.955488494654,10924.549814739123,10873.928307413227,11361.555465394766
477,11117.777444913474,10937.91608428991,10893.76712163944,11375.278419434802
478,11011.572917310265,10832.869502045727,10843.928148598688,11347.295788637572
479,11049.977126966556,10871.278092829903,10875.86380093168,11146.894732530523
480,11013.75831963384,10834.995055638887,10873.283141821175,11271.885805534504
481,11124.979349690188,10942.769369557427,10984.090177718752,11259.630733630467
482,11168.363582816552,10985.473016525792,11003.283827540548,11367.67460142497
483,11241.396314897793,11057.245707269523,11145.542641474189,11341.605784451269
484,11257.203892661177,11068.903864146158,11145.542641624535,11349.546869001775
485,11187.656894865208,11000.094730799934,11101.90435085711,11220.296735990389
486,11161.477605765118,10974.603662569321,11060.528786686597,11204.232005259582
487,11139.938507366713,10953.38974727067,11022.224065197344,11141.704650080776
488,11216.989065173397,11029.34245826375,11110.63200916445,11114.449859671538
489,11071.866581000097,10866.626752678145,11020.769454839849,11123.958879242224
490,11043.63663219961,10838.586678755806,11042.103729684375,11187.957692811366
491,11173.283803949378,10955.466502903795,11101.742727390769,11285.51379170124
492,11292.697486477942,11062.519580982986,11092.206954082198,11348.448990363224
493,11252.781278409466,11024.632551906434,11076.044624036287,11408.00165174429
494,11261.1593522953,11032.15148826079,11083.964165666135,11378.894760018004
495,11118.343590128006,10886.674877491314,11009.617447821329,11395.93479994801
496,11030.019585899405,10800.38956138438,10907.63314684598,11268.822477398617
497,10996.22655020642,10766.863171776433,10909.895872664036,11318.849751671589
498,10965.901608564644,10737.266652427632,10879.510692610364,11272.369167578128
499,10886.2364005731,10662.638776123224,10784.63781675142,11414.995890298418
500,10919.504936689757,10695.609928489679,10784.637817089199,11471.82850161267
501,10861.61437563223,10637.834735234028,10742.057152715412,11564.23219446468
502,10789.883292974975,10564.586546803765,10706.70716694079,11581.796996686402
503,10637.159590642548,10417.501698307806,10530.439285461354,11492.287415663175
504,10569.329436356496,10349.872003104047,10455.400907449131,11457.6419419603
505,10603.603002232288,10386.861132864502,10506.015659092212,11430.152690760704
506,10597.65017727199,10380.55605551958,10480.81467708395,11521.214369282488
507,10691.453301092775,10467.080288588182,10517.349387194834,11343.648191048418
508,10716.013915218387,10489.222496368177,10552.281697075963,11311.871273579463
509,10691.082785564484,10464.993888589255,10543.949219298,11469.99529480507
510,10667.140417296248,10440.716566196848,10505.010910611136,11615.877265290084
511,10644.166834266442,10417.388237975149,10473.443639748742,11563.381032906284
512,10623.668364899377,10397.829408741358,10423.609014327518,11576.215187330685
513,10696.35737101195,10466.898008742965,10491.230274996873,11388.92406507632
514,10715.779133715849,10486.306548396286,10496.197713718042,11285.339504771033
515,10764.539743709773,10533.100755439918,10548.216431790905,11245.295149904076
516,10673.712004358427,10444.14706778348,10483.085261783135,11214.802817271666
517,10741.481300242773,10510.041141541958,10538.926104903152,11116.015272076193
518,10640.607653951853,10410.319307034906,10429.559286461148,11161.656172370578
519,10734.703895482937,10506.73890449456,10524.034283443349,11090.304459958052
520,10742.427786858145,10516.12250486521,10586.0034758209,10999.663366253291
521,10870.710515726092,10641.347259122043,10663.344872182657,10814.223293792402
522,10865.113822924064,10637.744498057926,10663.344872122398,10733.475918735136
523,10855.555854348187,10625.888031672706,10622.7773655504,10773.17362711382
524,10838.421501221586,10606.12044156944,10624.21479671313,10764.92612056117
525,10911.721177781556,10679.07062695429,10655.99800135378,10874.340017165609
526,10911.686123916832,10680.35019436478,10624.214797448823,10902.258054476852
527,10834.912667448853,10607.17044078818,10566.717543408853,10873.20812399904
528,10912.053797488865,10679.473822075395,10675.48318161206,10840.672009113954
529,10913.787036426036,10682.628093584255,10714.613256772283,10813.498783431436
530,10892.522346750564,10661.58995807895,10665.900305867928,10784.122951252451
531,10936.421488162849,10705.689285218275,10692.412928648007,10874.503573170508
532,10856.749900041534,10632.380028048994,10659.671436410654,10898.566660137356
533,10802.170261714251,10580.504863095552,10592.910736236621,10961.423032661854
534,10841.988465141603,10619.77296791074,10633.478243105003,10845.954581824304
535,10800.781727456731,10577.939810351269,10676.920611836918,10921.999541111873
536,10797.2161463927,10575.939987233509,10572.786697557623,10795.03594386782
537,10759.093649401848,10538.093704954525,10529.983186406398,10918.625446347074
538,10564.44980995014,10351.886215923205,10293.605587661536,10925.828903694832
539,10371.97462562543,10171.102614513222,10115.204385968234,11096.187222485298
540,10473.722602603513,10270.58399432273,10243.77463389294,11087.5629768996
541,10474.17979614281,10274.354222213478,10245.052350647142,11074.623025546458
542,10540.579818099011,10342.13555324334,10322.833357822885,11056.179638645785
543,10646.903900586816,10444.678141609083,10343.276826722988,11150.2589594973
544,10604.553524695108,10407.032288714943,10303.348178188868,11144.637222198508
545,10602.83468649945,10405.83424316897,10265.016675988869,11047.07444108187
546,10649.733113772258,10454.3370389012,10335.13138253408,11142.258886283336
547,10673.409360045727,10474.381414556923,10334.681993196342,11144.61064613096
548,10686.680161008793,10487.544249320536,10330.539261502154,11116.96894707949
549,10735.0364563448,10538.116191077266,10367.98318427327,11177.92211928424
550,10719.34819570993,10524.712105594552,10389.334186616956,11079.298163971947
551,10722.47556700378,10528.444828483303,10369.895214227396,11014.111419868645
552,10707.243944810005,10513.686127089764,10346.632181506253,11064.157152670365
553,10678.592065328245,10486.355263278165,10345.198158669788,11015.74190544974
554,10686.948148778836,10494.972968470967,10364.318459495327,11009.05611327271
555,10719.642585125976,10529.280957836474,10386.1474698347,10959.96592828145
556,10748.483814422383,10553.399608765463,10430.283497672075,10708.90291065608
557,10688.22739660408,10499.729912444416,10388.69684296854,10462.723781484028
558,10691.648066273465,10500.724529253715,10382.323409418586,10593.281745967748
559,10656.259668525225,10466.537728572335,10347.26952437895,10600.223797757855
560,10817.239803481069,10623.124652482584,10444.623723943669,10684.203801336625
561,10784.294458677323,10597.55155715224,10461.67265844517,10810.902062160429
562,10860.884163251387,10671.661752466684,10511.544776984796,10750.38334470819
563,11051.525607156467,10857.33711050716,10605.074916700873,10744.414489887095
564,11035.112260165515,10837.212381128196,10580.05918972866,10804.623622952426
565,10998.667731496003,10802.685206499253,10527.478362322636,10830.078247455933
566,11136.216875489832,10938.09489883097,10598.86081977456,10846.648474069852
567,11062.455463876677,10872.093460393433,10536.71984163725,10908.181443346784
568,11150.083987098473,10961.230971423362,10636.304742205959,10894.8614443637
569,11256.576780148933,11067.09120276367,10731.42823944022,10897.527169695688
570,11178.429345189274,10990.192563510958,10684.742837698455,10876.446710548997
571,11168.75101347903,10978.608022681115,10681.715456651416,10848.109175694806
572,11125.649456964737,10937.741910486064,10634.074040206187,10859.63429755435
573,11273.453240312027,11061.0562954239,10670.08394139089,10896.376703709322
574,11166.96742663021,10956.021283162854,10631.52466717756,10936.485330186732
575,11126.426246686662,10915.085164383756,10622.017705980448,10863.02196610836
576,11068.873795002517,10859.307698749752,10545.261022491552,10861.241775471908
577,11030.195366171529,10819.1509252896,10523.115591332085,10821.640132526898
578,10960.883258169912,10754.12152169894,10451.492705660334,11023.686436326869
579,10937.967663526591,10732.063919252532,10463.225843698398,10988.164717761312
580,10895.204061642376,10689.488025687457,10440.625791275635,11091.289146030262
581,10782.920784720156,10580.664170598928,10381.958118612338,11335.245763365449
582,10555.50546901486,10361.083887878469,10295.859344333792,11314.012850550544
583,10609.40777955116,10412.700932336666,10385.922148805892,11267.09148382271
584,10637.50126576591,10437.50569861314,10377.994085358754,11443.013440844745
585,10645.764036816854,10445.25565610529,10361.82083544225,11347.315805119948
586,10627.8428046894,10422.821230687097,10327.095916136908,11459.01853015918
587,10749.699529030937,10540.667346680695,10391.313233527904,11590.691119349563
588,10684.066690729014,10474.009579280182,10327.888723063628,11496.737229265394
589,10679.749837848673,10468.582271895393,10335.658225473577,11484.715532043327
590,10666.871329606673,10455.716680984062,10317.582240050884,11429.987269419282
591,10610.893762526828,10403.66378266882,10233.86188654427,11616.693682653007
592,10566.44311978948,10362.326939413451,10159.496648346381,11479.885621512658
593,10629.08055802666,10425.563736997769,10236.874550943628,11422.711819638227
594,10652.42779229042,10452.712810040292,10267.635438432213,11354.841716317847
595,10647.27675680887,10448.7746983058,10290.943945739002,11307.123346601771
596,10621.16700724054,10423.796158976818,10278.417604788478,11224.434239908956
597,10672.43743676896,10471.840246055795,10269.855296478552,11196.364882359409
598,10658.327180263665,10457.654970079995,10243.607643795487,11141.29858295185
599,10683.476025687809,10482.334901852553,10266.415212434888,11000.9322047446
600,10723.9383856474,10521.455762440584,10319.316100629125,10719.704436268968
601,10835.506387400375,10634.568053699048,10319.316101747198,10788.227801388683
602,10807.091964469346,10606.832931502442,10319.316101467495,10822.455338055375
603,10861.219616863555,10659.40415457392,10319.316102000372,10834.908398163643
604,10936.047534713489,10727.029634753704,10343.801072318118,10803.54834907224
605,10723.518447752953,10519.06095473815,10213.685430575824,10951.718597140076
606,10823.098717385092,10615.735063834098,10302.521923768893,10865.74136079395
607,10770.370842574099,10571.221310633995,10325.123433644812,10856.82808236739
608,10677.405765693804,10479.420041870804,10256.69108183455,10843.553888499235
609,10555.248914804772,10361.749699080005,10143.683528711032,10775.111980550508
610,10614.88644667065,10416.2886987874,10177.585794867728,10720.462439833644
611,10580.155767362816,10383.908350806982,10164.465954108084,10801.833920798092
612,10647.43020656656,10452.938288107624,10224.064112786282,10826.66325658946
613,10642.61328787894,10447.261425948069,10217.163273385111,10822.112486558031
614,10586.25880718873,10394.029950943535,10117.571614038468,10787.427660527528
615,10581.81295745783,10388.793128016112,10073.97085628386,10851.285645458704
616,10523.305481510568,10332.598122210746,10030.526935262533,10832.231434656782
617,10610.565439154141,10411.447009687694,10112.395984772367,10864.908688004904
618,10619.479990585574,10420.880292461738,10120.708359531118,10918.59480380148
619,10597.961237247817,10399.326858861434,10108.788727714587,11064.144239065845
620,10616.920455599618,10413.475698828153,10075.22555469814,11029.27234836611
621,10544.282018897326,10348.329993204688,10032.4089825704,11095.51539947522
622,10577.849190630068,10383.045833928954,10079.14648576693,11191.748138999385
623,10602.886564684122,10409.780483729512,10079.146486018522,10915.424061860283
624,10598.433699320234,10405.080469377948,10073.180390707845,11047.63043169568
625,10670.329518860519,10475.058599204816,10073.180391421214,10982.143423128457
626,10676.309672560476,10480.433598334375,10073.180391479043,10865.067862992266
627,10539.540001592472,10349.371612242425,10043.925483170364,10707.751602882374
628,10419.57427161752,10236.801575181615,10000.821177581607,10781.595703833049
629,10408.893935487136,10225.597393718352,10000.821177479145,10739.948054022772
630,10454.549672216835,10268.677707046736,10041.34756434882,10821.254240450318
631,10439.738975847826,10252.924754632984,9997.236151283829,10816.050759819102
632,10463.608689842027,10275.872644477997,10013.602576805277,10745.960759443034
633,10411.648940913172,10222.906122380442,9926.626716197205,10736.09980700189
634,10284.72917226285,10106.11189576838,9836.689311254466,10661.557220906712
635,10175.192008411508,9993.156698053384,9803.956459635168,10773.942824466452
636,10160.858111613496,9975.191934752593,9811.90586606862,10785.042884654173
637,10198.355396199768,10010.15266862618,9860.69340086048,10757.315806341132
638,10192.281581536416,10004.63073807151,9825.93423090966,10778.53999984638
639,9867.764315785416,9693.590152502438,9471.016605067638,10685.492135645482
640,9883.027405792702,9709.92443231599,9438.439625349576,10726.959849557898
641,10049.805663894555,9877.446040307235,9637.074490632029,10763.107026204489
642,10067.516710614584,9893.676758964535,9702.645595045862,10757.21462597973
643,10144.278182774411,9967.708415935049,9777.166352512151,10852.613934356274
644,10099.003025159553,9919.658730743013,9715.582247552373,10860.007926556862
645,10124.276941508611,9945.05834322179,9805.61275289803,10690.191513742207
646,10286.816906273862,10100.750276634171,9912.799422304708,10539.057041090038
647,10497.385059196971,10310.017086845468,10121.569033897938,10524.511018616682
648,10464.985306380571,10279.381896706096,10066.379400117668,10579.262839566034
649,10455.508080344136,10270.503759446998,10044.55536245798,10561.493955448874
650,10469.830086157654,10285.749308153701,10034.183139388277,10594.434082940506
651,10503.15463372322,10317.085727244154,10051.313023504295,10528.860206325871
652,10519.028265991328,10331.798783433527,10095.473549799635,10377.920945316266
653,10552.200784152248,10365.856135148577,10095.473550135976,10242.939895813395
654,10568.303866101278,10384.434184019514,10168.734876098099,10223.367044510956
655,10572.958791512709,10385.72563726162,10120.887543448323,10264.93320943359
656,10557.812136734223,10372.981492976529,10156.341632465144,10260.35682813874
657,10510.679778732312,10328.323984903156,10079.15839368656,9856.650160793592
658,10582.946853343625,10396.924500272184,10159.165409728697,9869.801740062034
