Method,Initial PV,Final PV,Total Return,Peak PV,Max Drawdown,Sharpe Ratio,Peak Cumulative DSR,Final Cumulative DSR,Average BTC Weight,Maximum BTC Weight,Average ETH Weight,Maximum ETH Weight,Average LTC Weight,Maximum LTC Weight,Average BNB Weight,Maximum BNB Weight,Average USDT Weight,Maximum USDT Weight,Average BTC+ETH Weight,BTC+ETH >= 80% Steps,Average Turnover,Cumulative Turnover,Total Attributed PnL,BTC PnL Contribution,BTC PnL Share,BTC Summed Return Contribution,BTC Underlying Return,ETH PnL Contribution,ETH PnL Share,ETH Summed Return Contribution,ETH Underlying Return,LTC PnL Contribution,LTC PnL Share,LTC Summed Return Contribution,LTC Underlying Return,BNB PnL Contribution,BNB PnL Share,BNB Summed Return Contribution,BNB Underlying Return,USDT PnL Contribution,USDT PnL Share,USDT Summed Return Contribution,USDT Underlying Return,Attribution Reconciliation Error,3-step Rank Correlation,3-step Trailing Winner Weight,3-step Trailing Loser Weight,6-step Rank Correlation,6-step Trailing Winner Weight,6-step Trailing Loser Weight,18-step Rank Correlation,18-step Trailing Winner Weight,18-step Trailing Loser Weight,42-step Rank Correlation,42-step Trailing Winner Weight,42-step Trailing Loser Weight,Realized Winner Weight,Realized Loser Weight
without_ti,10000.0,13486.694409193247,0.3486694409193247,15024.718364348708,-0.22276489511190056,1.7565998760389332,27.778754909758774,6.186408355729734,0.19935333128638646,0.3429946896706206,0.2040141496850246,0.40354930198595007,0.20165342903421876,0.3627439241533052,0.19391674945651596,0.3176243066988815,0.2010623405378542,0.39693660336023984,0.403367480971411,0.0,0.1364463541538048,144.4966890488793,3486.6944091932473,728.7632232847908,0.2090126457206246,0.08516647994124296,0.2593245209839672,1751.368905518946,0.5023006607350422,0.1598680843327417,1.050388664534653,156.33537935456116,0.0448377061500879,0.01816452499996659,0.04291598812147179,850.2269010349316,0.2438489873942401,0.07409094814200959,0.4435561240805814,0.0,0.0,0.0,0.0,-1.8189894035458565e-11,0.046685606060606066,0.20391508358911953,0.19695226091567308,-0.01187084520417854,0.20030446424661424,0.20451419487223074,0.07704130643611912,0.2092950879122117,0.19556005547521332,0.01366764995083579,0.20373925291436087,0.20048276023950434,0.19913884795169198,0.2002404151050986
