Method,Initial PV,Final PV,Total Return,Peak PV,Max Drawdown,Sharpe Ratio
buy_and_hold,10000.0,13592.370595441338,0.3592370595441339,14756.062893773142,-0.19468078770374342,1.8139720505625123
